,scl_energy,scl_pct_5,scl_entropy,scl_sum,scl_rms,scl_min,scl_ptp,scr_pct_95,scl_svd_entropy,scl_iqr,scr_n_below_mean,scl_lineintegral,scr_max,scl_pct_95,scr_entropy,scr_svd_entropy,scr_iqr,scr_kurtosis,scr_iqr_5_95,scl_perm_entropy,scl_kurtosis,scr_rms,scl_mean,scr_ptp,scl_std,scr_sum,scl_n_below_mean,scr_std,scl_peaks,scl_n_sign_changes,scr_n_sign_changes,scr_lineintegral,scr_perm_entropy,scr_energy,scr_peaks,scr_mean,scr_min,scr_skewness,scl_max,scr_pct_5,scl_skewness,scl_n_above_mean,scr_n_above_mean,scl_iqr_5_95
0,0.002302459445316596 +/- 0.0008173992334805642,0.015070643642072213 +/- 0.002854669115015341,0.10758765044479332 +/- 0.005429078953152468,0.013657770800627956 +/- 0.0020461763261137664,-0.017582417582417555 +/- 0.002002211038169434,0.0197802197802198 +/- 0.0008693483896303508,-0.01381475667189952 +/- 0.0013884352863863531,-0.001046572475143892 +/- 0.0014041243186811833,0.13103087388801676 +/- 0.005583245910350239,-0.0009419152276294862 +/- 0.0008038875717287809,0.0015698587127158659 +/- 0.0005732313527003345,0.00026164311878597025 +/- 0.00042188685234424006,-0.003976975405546812 +/- 0.0021853074848583063,0.003924646781789665 +/- 0.000913880125409374,0.0014652014652014821 +/- 0.0009591995175208507,-0.005023547880690727 +/- 0.0017699146546611786,-0.0038723181580324283 +/- 0.0038396517693027993,0.0006802721088435381 +/- 0.0016389806136437326,0.0019361590790162309 +/- 0.0006213679794368569,-0.001412872841444257 +/- 0.0010214139872288207,-5.232862375719183e-05 +/- 0.00015698587127157548,0.0 +/- 0.0,0.009052851909994797 +/- 0.0032767079444172274,0.0 +/- 0.0,0.08362114076399793 +/- 0.0015663662529666006,0.0 +/- 0.0,0.0017268445839874636 +/- 0.0007040096309300897,0.0017791732077446442 +/- 0.0006279434850863537,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.006017791732077482 +/- 0.002820410879793163,0.0001569858712715866 +/- 0.0015354684197929078,-0.00031397174254315096 +/- 0.000256356854294403,0.0 +/- 0.0,0.009942438513867103 +/- 0.0014426006019979262,0.0 +/- 0.0,0.0021454735740450313 +/- 0.000858253242640347,0.051072736787022524 +/- 0.004652247152463171,0.0025641025641025884 +/- 0.001353481649019117,0.006802721088435393 +/- 0.0009360828791207807,0.00026164311878597025 +/- 0.00035103107967029897,0.001517530088958663 +/- 0.0010838469480485649,0.034746206174777625 +/- 0.0026805334327296253
