,scl_energy,scl_pct_5,scl_entropy,scl_sum,scl_rms,scl_min,scl_ptp,scr_pct_95,scl_svd_entropy,scl_iqr,scr_n_below_mean,scl_lineintegral,scr_max,scl_pct_95,scr_entropy,scr_svd_entropy,scr_iqr,scr_kurtosis,scr_iqr_5_95,scl_perm_entropy,scl_kurtosis,scr_rms,scl_mean,scr_ptp,scl_std,scr_sum,scl_n_below_mean,scr_std,scl_peaks,scl_n_sign_changes,scr_n_sign_changes,scr_lineintegral,scr_perm_entropy,scr_energy,scr_peaks,scr_mean,scr_min,scr_skewness,scl_max,scr_pct_5,scl_skewness,scl_n_above_mean,scr_n_above_mean,scl_iqr_5_95
0,0.007810839532412317 +/- 0.002030979261808324,0.057013815090329434 +/- 0.0012585248971654572,0.062114771519659925 +/- 0.006234929984042581,0.007598299681190223 +/- 0.0018260191580700992,0.08390010626992561 +/- 0.0041051702256575465,0.01551540913921361 +/- 0.0030597619657572704,-0.005738575982996819 +/- 0.0014609699346299087,0.01833156216790649 +/- 0.002088548778643312,0.09505844845908609 +/- 0.005230218817100022,0.006216790648246528 +/- 0.001324116449986936,0.007332624867162596 +/- 0.0012069943349203615,0.0028161530286928693 +/- 0.002761484901208582,-0.0009032943676939631 +/- 0.0010902382852647683,0.006269925611052085 +/- 0.0016769111411327937,0.0 +/- 0.0,-0.0348565356004251 +/- 0.003518160543516874,0.04234856535600425 +/- 0.0035089196559190405,0.002763018065887335 +/- 0.001401796594928029,0.006695005313496272 +/- 0.0016497528901445277,0.002019128586609986 +/- 0.0024209959085854426,0.0 +/- 0.0,0.0 +/- 0.0,0.10361317747077577 +/- 0.006837707945651624,0.009723698193411257 +/- 0.0031707818805176906,0.01981934112646123 +/- 0.0034603060903644865,0.0 +/- 0.0,0.0 +/- 0.0,0.05722635494155154 +/- 0.0017790296538558153,0.0 +/- 0.0,-0.0010095642933050208 +/- 0.00050127423655988,0.0 +/- 0.0,0.017162592986184923 +/- 0.00187182943186063,-0.002603613177470765 +/- 0.0007304849673149382,0.0020722635494155204 +/- 0.00015940488841656997,0.0003719447396386633 +/- 0.0003402297681951393,0.07656748140276301 +/- 0.003000596791391195,0.00021253985122209328 +/- 0.0003524574697508215,-0.000478214665249721 +/- 0.0002861405317287277,0.025770456960680123 +/- 0.002970334720376996,-0.0005313496280552665 +/- 0.0005820643544157028,-0.0005313496280552665 +/- 0.0006721100234151806,-0.005791710945802342 +/- 0.0012895495323604214,0.0 +/- 0.0,0.05557917109458023 +/- 0.0037737047618628594
