,bvp_n_below_mean,scl_min,bvp_peaks,scl_rms,bvp_perm_entropy,scl_max,bvp_iqr,hrv_lineintegral,scr_pct_95,hrv_min,hrv_energy,scl_pct_5,hrv_pct_5,scl_entropy,bvp_skewness,hrv_pct_95,hrv_kurtosis,hrv_max,scl_energy,bvp_iqr_5_95,scl_skewness,scl_n_above_mean,scl_pct_95,hrv_skewness,bvp_pct_5,scl_kurtosis,bvp_svd_entropy,scl_iqr,hrv_entropy,bvp_lineintegral,scr_svd_entropy,scr_rms,bvp_ptp,hrv_iqr_5_95,hrv_n_above_mean,hrv_perm_entropy,hrv_n_sign_changes,hrv_sum,hrv_peaks,scr_perm_entropy,bvp_max,bvp_entropy,scl_mean,bvp_pct_95,hrv_ptp,hrv_rms,hrv_std,scl_n_sign_changes,scr_sum,scr_energy,scr_pct_5,scr_entropy,scr_n_below_mean,scr_n_sign_changes,scr_peaks,scr_iqr,bvp_rms,bvp_std,scr_kurtosis,scr_skewness,scl_ptp,scl_peaks,scl_lineintegral,scl_n_below_mean,scr_std,scr_min,scl_iqr_5_95,scl_std,scl_perm_entropy,scr_mean,bvp_sum,hrv_n_below_mean,scr_max,bvp_mean,scl_sum,scr_n_above_mean,scr_iqr_5_95,bvp_n_sign_changes,bvp_energy,hrv_mean,bvp_min,bvp_kurtosis,hrv_iqr,hrv_svd_entropy,scr_lineintegral,scr_ptp,bvp_n_above_mean,scl_svd_entropy
0,-0.0010124252185917503 +/- 0.0013145749523318499,0.03341003221352974 +/- 0.002330232655531012,0.002853198343304231 +/- 0.0017316969831778,0.0 +/- 0.0,0.023331799355729453 +/- 0.0036062831474395107,0.0 +/- 0.0,0.01716520938794298 +/- 0.0017709969079515674,-0.0009203865623561347 +/- 0.0025289703937476323,-0.003037275655775373 +/- 0.0026129902561580014,0.01951219512195127 +/- 0.0013682529910095233,0.0 +/- 0.0,-0.0005062126092958529 +/- 0.0016393477340595208,0.015600552231937449 +/- 0.0005617374880687583,-0.026829268292682874 +/- 0.005351119874882818,-0.003727565577542524 +/- 0.0021033400611185356,-0.0024390243902438604 +/- 0.000921536327404562,0.0001840773124712758 +/- 0.0010124252185918202,-0.01256327657616193 +/- 0.0016470805493026541,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0015186378278876477 +/- 0.0014704597614975154,0.006948918545789273 +/- 0.0013721170286125673,0.006166589967786529 +/- 0.0015565149125897526,0.0010584445467096693 +/- 0.0013813466194020957,0.004832029452370068 +/- 0.0027859753092803223,0.0 +/- 0.0,0.0007363092498850144 +/- 0.0006242365377934101,0.00013805798435346795 +/- 0.0010300519689645491,0.00023009664058907254 +/- 0.0003710196846893378,0.0 +/- 0.0,0.0012425218591809116 +/- 0.0007714245105494709,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.006810860561435861 +/- 0.0016309291437339546,0.00023009664058910585 +/- 0.0004715577895057605,-0.013989875747814063 +/- 0.0012210307557682116,0.0 +/- 0.0,0.0 +/- 0.0,0.019190059825126605 +/- 0.002707329237014781,2.2204460492503132e-17 +/- 0.00035646418280787764,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,4.601932811781895e-05 +/- 0.00013805798435345684,-0.007179015186378234 +/- 0.0009017909775547653,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0005522319374136941 +/- 0.0004011872014303285,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0014726184997699509 +/- 0.0017316969831777907,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0001840773124712758 +/- 0.000225447744388742,-0.0264611136677404 +/- 0.0009707787901393574,0.00023009664058909474 +/- 0.0005145117297514736,-0.01587666820064424 +/- 0.004122520217940377,0.0 +/- 0.0,0.0 +/- 0.0,0.018683847215830707 +/- 0.0033451968422247968,0.0 +/- 0.0,-0.0024390243902438604 +/- 0.001200919314376431,-0.032857800276115914 +/- 0.003136074558196188,0.003451449608835766 +/- 0.0011130590540679194,0.0013805798435343464 +/- 0.00035646418280784896,-0.006304647952139852 +/- 0.0012860735032197126,0.0 +/- 0.0,-0.006626783248964508 +/- 0.0015290609963953996,0.006534744592728981 +/- 0.005401344040909774,-0.011412793373216712 +/- 0.002657989706064182
