,bvp_n_below_mean,hrv_energy,bvp_svd_entropy,bvp_n_above_mean,scl_mean,hrv_std,bvp_energy,scl_std,hrv_svd_entropy,bvp_rms,bvp_max,scr_n_above_mean,bvp_pct_5,hrv_perm_entropy,hrv_n_below_mean,hrv_iqr_5_95,scr_iqr,hrv_skewness,scl_perm_entropy,scl_iqr,scl_n_below_mean,bvp_min,scr_entropy,hrv_lineintegral,scl_n_above_mean,hrv_n_above_mean,hrv_pct_5,scl_min,scl_kurtosis,hrv_entropy,hrv_max,scr_skewness,scr_peaks,scr_n_sign_changes,hrv_peaks,hrv_n_sign_changes,bvp_entropy,scl_peaks,scr_pct_5,scr_min,hrv_kurtosis,scr_perm_entropy,bvp_mean,hrv_iqr,bvp_lineintegral,bvp_sum,scl_lineintegral,scl_skewness,scr_lineintegral,bvp_pct_95,bvp_perm_entropy,bvp_ptp,scr_n_below_mean,bvp_iqr,hrv_sum,scr_sum,bvp_std,bvp_skewness,hrv_mean,bvp_iqr_5_95,scr_kurtosis,scr_svd_entropy,scl_ptp,scr_rms,scr_max,scl_pct_95,scr_mean,scr_pct_95,bvp_n_sign_changes,scr_std,hrv_rms,scr_ptp,scr_energy,bvp_peaks,scl_iqr_5_95,scl_sum,scr_iqr_5_95,bvp_kurtosis,hrv_ptp,hrv_pct_95,scl_energy,scl_pct_5,scl_max,hrv_min,scl_n_sign_changes,scl_rms,scl_svd_entropy,scl_entropy
0,0.00326086956521745 +/- 0.004255670421494412,-0.006190926275992414 +/- 0.0014090785931829702,-0.0013232514177693333 +/- 0.0016343682859915384,0.0034026465028355935 +/- 0.002079395085066159,0.0003308128544423861 +/- 0.001830942403384749,0.001370510396975455 +/- 0.0009320927657521846,-0.0015122873345935427 +/- 0.001031069197980685,-0.0004725897920604627 +/- 0.0008185495309871707,0.002173913043478315 +/- 0.0010179895665660898,-0.0025047258979205454 +/- 0.0009924385633270113,0.000756143667296838 +/- 0.0023267549385805604,-0.00042533081285440756 +/- 0.0003925625644101294,-0.0005671077504725508 +/- 0.0009163856063168655,0.0006616257088847277 +/- 0.000378071833648394,0.0007561436672968158 +/- 0.0003780718336483941,0.000850661625708915 +/- 0.0010735176457089535,-0.00033081285444230835 +/- 0.0010787062580825358,-4.7258979206021844e-05 +/- 0.00033081285444234326,-0.00023629489603023136 +/- 0.0004357062597964574,0.0014177693761815101 +/- 0.0009212471025339373,-9.4517958412077e-05 +/- 0.0005902644610962483,-0.0018903591682419175 +/- 0.0009685208663477812,9.45179584121103e-05 +/- 0.0001890359168242206,-0.0028355387523628984 +/- 0.0018665801189160218,-0.0008506616257088706 +/- 0.0002835538752363087,0.0003780718336484412 +/- 0.0001890359168242206,0.0020321361058601717 +/- 0.0007025552338052474,0.007372400756143704 +/- 0.0011992984442769203,0.00037807183364843013 +/- 0.0002835538752363087,0.0017013232514178078 +/- 0.00070730763455083,-0.007136105860113384 +/- 0.0016967224074684699,0.0010396975425331246 +/- 0.00035365381727542913,0.0001890359168242206 +/- 0.0002315207696392712,0.0 +/- 0.0,0.00023629489603028687 +/- 0.0005283714502598674,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0007088846880907828 +/- 0.00031702287015591545,0.0 +/- 0.0,2.2204460492503132e-17 +/- 0.00029889202837130523,0.0003308128544423861 +/- 0.0013867108460416892,0.00042533081285449635 +/- 0.00014177693761816543,0.004253308128544475 +/- 0.0008966760851138923,-0.0015122873345935206 +/- 0.001430316252402775,0.0 +/- 0.0,0.0024574669187146124 +/- 0.0008400939902945021,0.001275992438563367 +/- 0.0005996492221384672,-0.0011814744801511789 +/- 0.0006766456079052793,0.0004725897920605404 +/- 0.001768269086377101,-0.0022684310018903143 +/- 0.0020249797056359695,0.0037807183364839793 +/- 0.0014334358117299745,0.0003780718336484412 +/- 0.000463041539278497,-0.02660680529300562 +/- 0.002890534722754815,-0.0022684310018903143 +/- 0.0013987380516964723,0.0013705103969754774 +/- 0.0007751048897380538,-0.0028827977315689425 +/- 0.0013105316279642982,0.0016540642722117638 +/- 0.0006427916119440313,-0.00023629489603020913 +/- 0.0011814744801512233,-0.0005671077504725619 +/- 0.0008662713979122448,-0.0013232514177693333 +/- 0.0006616257088846707,0.00023629489603027576 +/- 0.0005690734678068269,4.4408920985006264e-17 +/- 0.0007907939759301291,0.00023629489603027576 +/- 0.0007088846880907607,0.001843100189035951 +/- 0.0012583673871166745,0.011153119092627627 +/- 0.0010179895665660692,0.005482041587901753 +/- 0.0012177787076299684,0.003119092627599307 +/- 0.0012539224160133798,0.011342155009451849 +/- 0.0012855832238880302,0.0034026465028355823 +/- 0.0009163856063168826,0.0031190926275992846 +/- 0.0010609614518262665,-0.0027410207939508103 +/- 0.0011729370175794774,0.001843100189035951 +/- 0.0009320927657521874,0.0047258979206049375 +/- 0.0031772658438509716,-0.0011342155009451572 +/- 0.0013565879106244975,0.004253308128544453 +/- 0.0016233992473835188,0.001795841209829907 +/- 0.0009404418120100489,0.003071833648393252 +/- 0.001357410833302947,-0.0005198487712665068 +/- 0.0011073132810831578,-0.002315689981096369 +/- 0.0015879298314188377,-0.005387523629489577 +/- 0.001102259337399877,0.006001890359168283 +/- 0.0017046019656778196,0.0009924385633270695 +/- 0.000907815345571775,0.0009924385633270805 +/- 0.0011852491686185891,0.0011342155009452127 +/- 0.00048194891432825823,-0.0014650283553874876 +/- 0.0012759924385633203,-0.00042533081285440756 +/- 0.0015306365539415612,0.006663516068052977 +/- 0.0008828705903719063
