,bvp_rms,hrv_sum,hrv_mean,hrv_pct_95,hrv_pct_5,bvp_lineintegral,hrv_n_below_mean,bvp_std,hrv_n_above_mean,hrv_rms,scl_entropy,hrv_iqr_5_95,bvp_pct_5,hrv_svd_entropy,hrv_entropy,scr_lineintegral,hrv_peaks,bvp_kurtosis,bvp_svd_entropy,scl_pct_5,hrv_perm_entropy,scl_kurtosis,scr_perm_entropy,scr_iqr_5_95,scr_pct_95,scl_pct_95,scl_rms,bvp_sum,bvp_mean,scr_std,scr_entropy,scr_max,scr_mean,scr_sum,scr_ptp,scl_skewness,bvp_entropy,scr_peaks,hrv_n_sign_changes,scl_peaks,scl_energy,scr_min,scr_energy,scl_perm_entropy,scr_pct_5,scr_rms,scl_iqr,scl_ptp,scr_skewness,scr_iqr,scl_std,hrv_kurtosis,scr_n_sign_changes,scl_sum,scl_mean,scr_n_below_mean,scr_n_above_mean,scr_kurtosis,scl_n_below_mean,scl_n_above_mean,scr_svd_entropy,bvp_n_sign_changes,bvp_iqr_5_95,scl_lineintegral,scl_min,scl_iqr_5_95,bvp_skewness,bvp_energy,scl_max,hrv_skewness,bvp_min,bvp_max,scl_n_sign_changes,bvp_ptp,bvp_pct_95,hrv_energy,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,hrv_min,scl_svd_entropy,hrv_max,hrv_iqr,bvp_perm_entropy,hrv_std,hrv_ptp,hrv_lineintegral,bvp_iqr
0,0.2596545615589017 +/- 0.008285453584235008,0.2518600531443756 +/- 0.010768295084828416,0.2518600531443756 +/- 0.010768295084828416,0.12280779450841454 +/- 0.003716149990398271,0.1212134632418069 +/- 0.0057948290157693125,0.10757307351638619 +/- 0.004236067543046315,0.0853410097431355 +/- 0.006838144853387658,0.0829495128432241 +/- 0.008309091912443042,0.08113374667847656 +/- 0.005650018931378942,0.05066430469441986 +/- 0.01005460749528262,0.03799822852081489 +/- 0.00321072966525984,0.02099202834366698 +/- 0.0029054418896114712,0.020017714791851195 +/- 0.0054269171592702765,0.0191762621789194 +/- 0.0034020357240227743,0.01904340124003543 +/- 0.0030167203482597917,0.009300265721877799 +/- 0.00292428237718675,0.005757307351638629 +/- 0.0012209077725500637,0.0038086802480071015 +/- 0.0016356231454933091,0.00310008857395927 +/- 0.001909996337719033,0.0012843224092117024 +/- 0.0011454842476862352,0.0011957484499557358 +/- 0.0007683503796677258,0.0010186005314437474 +/- 0.0011386147149851534,0.0008857395925597866 +/- 0.0021053789767944598,0.0003542958370239324 +/- 0.0010991739278999654,0.0003100088573959603 +/- 0.001030088870647738,0.00026572187776795485 +/- 0.0015238840154194182,0.00026572187776795485 +/- 0.0012241164713096032,0.00026572187776794374 +/- 0.001389228267613648,0.00026572187776794374 +/- 0.001389228267613648,0.0001771479185119662 +/- 0.001562018785522441,0.0001771479185119662 +/- 0.0010517574922088576,0.0001771479185119662 +/- 0.0011411956356709634,0.0001328609388839941 +/- 0.0003985828166518959,0.0001328609388839941 +/- 0.0003985828166518959,0.00013286093888398298 +/- 0.0009912767619840316,4.428697962802763e-05 +/- 0.0004623696416700924,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-4.428697962797212e-05 +/- 0.00023849268410692067,-4.428697962798323e-05 +/- 0.00013286093888394967,-8.857395925595534e-05 +/- 0.0003860849374261003,-8.857395925596646e-05 +/- 0.0001771479185119329,-0.00013286093888394967 +/- 0.00020294843644620036,-0.00013286093888396078 +/- 0.0002835750326586637,-0.00013286093888397187 +/- 0.0013145103702086713,-0.0001771479185119218 +/- 0.0002937665890482909,-0.000177147918511944 +/- 0.0006628268178519028,-0.000354295837023888 +/- 0.0010442715786139665,-0.0003542958370238991 +/- 0.0008812997671449397,-0.0003985828166518823 +/- 0.0003678752817944162,-0.00044286979627987665 +/- 0.0010480212193267793,-0.00044286979627987665 +/- 0.0010480212193267793,-0.0005757307351638485 +/- 0.0010300888706477386,-0.0005757307351638485 +/- 0.0010300888706477386,-0.001107174490699736 +/- 0.0015998575613984441,-0.0011514614703277194 +/- 0.001403275422298928,-0.0011514614703277194 +/- 0.001403275422298928,-0.001904340124003523 +/- 0.0017720326858939428,-0.0023029229406554496 +/- 0.001769263450437402,-0.002878653675819287 +/- 0.0017407656339267989,-0.0029672276350752756 +/- 0.001456092313797474,-0.0035429583702391355 +/- 0.0016688612649616314,-0.0035429583702391576 +/- 0.0021876154181095513,-0.003941541186891051 +/- 0.0024773013766070788,-0.004295837023914939 +/- 0.00198106902093401,-0.004517271922054899 +/- 0.0033482831127432783,-0.005668733392382619 +/- 0.0009863178676404153,-0.007883082373782112 +/- 0.002922940655447311,-0.009078830823737815 +/- 0.002673774818090992,-0.00983170947741364 +/- 0.0015315869323109309,-0.011381753764393243 +/- 0.0022236297981635582,-0.012577502214348979 +/- 0.003588065385390453,-0.014083259521700609 +/- 0.002848172753022751,-0.014437555358724541 +/- 0.002353468601521073,-0.0170062001771479 +/- 0.00479936835576408,-0.0170062001771479 +/- 0.00479936835576408,-0.019574844995571283 +/- 0.010179841782936384,-0.019574844995571307 +/- 0.004228420996379103,-0.021213463241806917 +/- 0.009370543029047572,-0.02209920283436667 +/- 0.003202472309971841,-0.0236935341009743 +/- 0.0041556670284129404,-0.028255093002657206 +/- 0.004139352150769861,-0.029760850310008836 +/- 0.004153542635143788,-0.03255093002657218 +/- 0.005333777917113438,-0.04588131089459695 +/- 0.007568280718346836
