,bvp_pct_5,bvp_n_above_mean,bvp_rms,bvp_std,bvp_lineintegral,hrv_pct_95,bvp_ptp,hrv_svd_entropy,hrv_max,scl_max,bvp_pct_95,scl_skewness,scr_n_below_mean,scl_iqr_5_95,hrv_perm_entropy,scr_skewness,hrv_kurtosis,scr_min,bvp_n_below_mean,scr_pct_5,scl_n_below_mean,bvp_sum,bvp_skewness,hrv_rms,scr_kurtosis,scl_kurtosis,bvp_mean,scr_perm_entropy,hrv_n_below_mean,scl_peaks,bvp_entropy,scr_n_sign_changes,scr_entropy,scr_peaks,hrv_n_sign_changes,bvp_energy,hrv_n_above_mean,bvp_min,scr_iqr,hrv_skewness,scl_lineintegral,scr_n_above_mean,scr_svd_entropy,scl_perm_entropy,hrv_pct_5,scl_mean,bvp_iqr_5_95,scl_sum,hrv_peaks,scr_sum,scl_pct_95,scl_n_above_mean,scl_energy,hrv_min,hrv_energy,bvp_svd_entropy,hrv_sum,scl_iqr,bvp_max,scr_energy,scl_std,bvp_iqr,scr_lineintegral,hrv_iqr,scr_ptp,scl_ptp,scr_max,hrv_entropy,hrv_std,bvp_n_sign_changes,bvp_kurtosis,hrv_ptp,hrv_lineintegral,scr_iqr_5_95,scr_pct_95,hrv_mean,scr_rms,scr_mean,hrv_iqr_5_95,scl_n_sign_changes,scr_std,scl_rms,scl_min,bvp_peaks,bvp_perm_entropy,scl_pct_5,scl_svd_entropy,scl_entropy
0,0.00353940537989621 +/- 0.0014352908282912245,0.00745634733364795 +/- 0.0015335608125787421,-0.010995752713544128 +/- 0.001565895235775076,-0.006276545540349188 +/- 0.002322022576714053,0.005851816894761708 +/- 0.0013381261801564404,-0.0016989145823501528 +/- 0.0024081832604385105,-0.00858895705521472 +/- 0.0015905898580795587,0.0025011798017933297 +/- 0.0014780990810161416,0.003916941953751818 +/- 0.001635462336117383,-0.010806984426616328 +/- 0.0018693064955486779,-0.00604058518168944 +/- 0.0012269938650306899,0.0012741859367626396 +/- 0.0013018512717445862,0.0005191127890514458 +/- 0.0005760526482177374,-0.004483246814535102 +/- 0.0009497221235251702,-0.000849457291175093 +/- 0.0005082741677333243,0.0014157621519584884 +/- 0.0008954066050500476,0.0002831524303916977 +/- 0.0011598117722930307,-0.0004247286455875465 +/- 0.0004926996936720471,0.006418121755545092 +/- 0.0035453780030189597,-0.0005663048607833954 +/- 0.0007840135783783083,0.00368098159509207 +/- 0.0005503494001741739,0.00014157621519584885 +/- 0.0003021766983215162,-0.0006134969325153339 +/- 0.002100444840421699,0.0015573383671543372 +/- 0.0015800537086157068,-0.0008022652194431435 +/- 0.0010771790665892844,-0.0007078810759792442 +/- 0.0007078810759792442,9.438414346389923e-05 +/- 0.00018876828692779846,-0.0015573383671543372 +/- 0.0008966493629070428,-0.002689948088721095 +/- 0.0009683003552941265,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0007550731477111938 +/- 0.0004812665892961631,9.438414346389923e-05 +/- 0.0001887682869277985,0.0 +/- 0.0,-0.008117036337895223 +/- 0.0008904182286037489,-0.0005663048607833954 +/- 0.0010077468855150017,-0.01576215195847096 +/- 0.002560577624587179,0.0022652194431335817 +/- 0.0010296094492341528,-0.00014157621519583774 +/- 0.0014321841345439742,-0.0007078810759792442 +/- 0.0013879604690753113,-0.000849457291175093 +/- 0.0010510173407890686,-0.0007550731477111938 +/- 0.0014803574460932813,0.0020292590844738336 +/- 0.000368581862949823,0.0032090608777725405 +/- 0.0035049447149838845,-0.007928268050967423 +/- 0.0023577151480503916,0.004341670599339331 +/- 0.0017377963793791132,-0.00604058518168944 +/- 0.0017758270620318085,0.001368570080226539 +/- 0.0006487837227403347,-0.009344030202925901 +/- 0.0019088011718883203,-0.015714959886739 +/- 0.00255055575589841,0.001462954223690438 +/- 0.000774007525571351,-0.006937234544596482 +/- 0.0020138356105098756,-0.002878716375648893 +/- 0.0013911659247742775,0.0037281736668240083 +/- 0.0016272713213371123,-0.0027843322321849827 +/- 0.0011257065070199384,-0.0015101462954223654 +/- 0.0012087067932860273,-0.004294478527607326 +/- 0.0010854176498348112,-0.006654082114204785 +/- 0.0015284695366400989,-0.010193487494100983 +/- 0.0022255452803306435,-0.005285512033978257 +/- 0.002022112816010254,-0.001415762151958455 +/- 0.002947143935062947,-0.011514865502595539 +/- 0.0022652194431335352,0.002925908447380876 +/- 0.0015905898580795587,-0.0014157621519584774 +/- 0.0011559649564809673,-0.004058518168947589 +/- 0.0015680271567565774,0.001934874941009934 +/- 0.0012915462183486718,-0.0014157621519584774 +/- 0.00141576215195847,0.002737140160453078 +/- 0.0016857547050016018,4.7192071731960715e-05 +/- 0.0025365464181928772,-0.003303445021236406 +/- 0.0018639374854300392,-0.0032090608777725293 +/- 0.0011901387647869884,-0.008966493629070316 +/- 0.0016347813190834342,-0.0034922133081642047 +/- 0.0013213780084945432,-0.007739499764039625 +/- 0.0015680271567566166,-0.0024539877300613355 +/- 0.001348075210673474,-0.00490797546012266 +/- 0.0014652359316904247,-0.018452100047192065 +/- 0.0026313547634640275,-0.0035865974516281042 +/- 0.00189004099995286,-0.0005663048607833954 +/- 0.0006260735800576575,-0.0023124115148654757 +/- 0.0017714322207761403,-0.011090136857008015 +/- 0.0017939195666586123,0.001604530438886287 +/- 0.002910645388411376,0.008919301557338378 +/- 0.003712609611178273,0.005993393109957545 +/- 0.0034359587823062543,-0.0036337895233600538 +/- 0.001828350224427592,0.00957999056158566 +/- 0.001715222448833079,0.0034450212364323107 +/- 0.001923330238066533
