,bvp_rms,hrv_sum,hrv_mean,hrv_rms,hrv_pct_95,hrv_pct_5,bvp_n_below_mean,bvp_n_above_mean,bvp_skewness,hrv_n_below_mean,hrv_std,bvp_std,bvp_lineintegral,hrv_lineintegral,bvp_peaks,hrv_max,bvp_pct_95,hrv_ptp,scl_skewness,bvp_iqr_5_95,bvp_svd_entropy,bvp_kurtosis,scl_std,scl_svd_entropy,scl_ptp,bvp_max,scr_lineintegral,hrv_entropy,hrv_kurtosis,scr_ptp,scr_max,bvp_pct_5,hrv_skewness,scl_entropy,scr_iqr,scr_n_above_mean,scr_n_below_mean,scl_max,scr_n_sign_changes,scl_iqr,scr_mean,scr_sum,scl_pct_5,hrv_perm_entropy,scr_peaks,scl_peaks,scr_energy,scr_min,bvp_entropy,hrv_n_sign_changes,scl_lineintegral,hrv_n_above_mean,scr_pct_5,scl_mean,scl_sum,scr_skewness,scr_kurtosis,hrv_peaks,scr_pct_95,scr_iqr_5_95,bvp_mean,bvp_sum,scr_entropy,scr_rms,scl_n_sign_changes,scl_n_above_mean,scl_n_below_mean,bvp_perm_entropy,hrv_energy,hrv_iqr,scl_kurtosis,scr_perm_entropy,bvp_ptp,bvp_min,scr_std,scl_pct_95,bvp_n_sign_changes,scl_perm_entropy,scl_energy,scl_iqr_5_95,scl_rms,hrv_min,hrv_svd_entropy,bvp_iqr,scl_min,hrv_iqr_5_95,bvp_energy,scr_svd_entropy
0,0.2954003970880211 +/- 0.009175189691751729,0.24232296492389147 +/- 0.0071464353072969115,0.24232296492389147 +/- 0.0071464353072969115,0.1770681667769689 +/- 0.0061274947777820825,0.041826604897418906 +/- 0.004968451192355649,0.01283917935142288 +/- 0.005957790832522527,0.006154864328259435 +/- 0.003564588486961014,0.006154864328259435 +/- 0.003564588486961014,-0.012045003309066849 +/- 0.0020991067540904987,0.08060886829913963 +/- 0.0063309635532409906,0.07445400397088021 +/- 0.006628053452576721,0.13818663136995368 +/- 0.00880261539275163,-0.021674387822634013 +/- 0.003805426869622758,-0.01369953673064197 +/- 0.004167848178380893,0.013236267372600908 +/- 0.0022830163217286816,0.056915949702183964 +/- 0.003864672751993771,-0.01436135009927202 +/- 0.002269547081334508,-0.015254798146922566 +/- 0.0029613837355169253,-0.0020516214427531597 +/- 0.001956551356597557,-0.015718067504963608 +/- 0.0035090153650710384,0.005956320317670405 +/- 0.0020073793366119134,-0.0009596293845135828 +/- 0.0013273442170834932,-0.0038054268696227746 +/- 0.0036915010005412266,0.023659827928524158 +/- 0.002046544817480628,-0.0031105228325612245 +/- 0.003259724779887438,-0.0016545334215751328 +/- 0.0012292637737264583,0.012607544672402372 +/- 0.0037800205037396527,-0.02018530774321643 +/- 0.002129147311998071,-0.0001323626737260053 +/- 0.001635897696136099,0.01535407015221706 +/- 0.00460947191247275,0.015320979483785557 +/- 0.004417449314029374,-0.01796823295830575 +/- 0.004601982919854114,-0.013633355393778968 +/- 0.002238455926576798,-0.0009265387160820703 +/- 0.0031835905945216923,0.002978160158835197 +/- 0.0021547082192058045,-0.0018530774321641407 +/- 0.0008903788250876252,-0.0018530774321641407 +/- 0.0008903788250876252,-0.002978160158835219 +/- 0.001087470332571466,-0.002349437458636672 +/- 0.0015268394434228034,-0.0020847121111846724 +/- 0.0008507584468684723,0.0015221707478490943 +/- 0.0043022959531819815,0.0015221707478490943 +/- 0.0043022959531819815,0.02531436135009927 +/- 0.0039020338862409527,-0.00426869622766377 +/- 0.0014382073998742912,-0.0024818001323626882 +/- 0.0012403484324282697,-0.0002647253474520106 +/- 0.0006243534832598491,0.0010919920582395549 +/- 0.001388625761638481,-0.00016545334215750662 +/- 0.0004250573321861266,0.0 +/- 0.0,0.0 +/- 0.0,0.015287888815354067 +/- 0.004113903446173419,0.07465254798146921 +/- 0.006243885583130256,9.927200529450398e-05 +/- 0.0008635333124222037,0.0004963600264724976 +/- 0.0019590681820801713,0.0004963600264724976 +/- 0.0019590681820801713,-0.0009927200529450619 +/- 0.0005919438722699837,0.0004301786896095172 +/- 0.0008246152080990562,-0.005459960291197874 +/- 0.0010064133901883396,-0.008338848444738589 +/- 0.0025537764899503336,-0.009166115155526145 +/- 0.0029076512576060426,-0.0008603573792190456 +/- 0.00044886366532927613,-0.0008603573792190456 +/- 0.00044886366532927613,-0.002150893448047653 +/- 0.0012665558708805271,0.0272336201191264 +/- 0.004437235312216117,-0.006088682991396433 +/- 0.0014054772059295371,-0.0014228987425546125 +/- 0.0005345961092456776,-0.0014228987425546125 +/- 0.0005345961092456776,0.022534745201853078 +/- 0.0022513816933387074,0.01396426207809397 +/- 0.0035324966631588317,0.0004963600264725309 +/- 0.004196778734287017,-0.001257445400397106 +/- 0.0017622140245789953,0.001819986763732595 +/- 0.0007436202863747436,-0.015684976836532118 +/- 0.0033882000625202573,-0.008140304434149582 +/- 0.004554507090426277,0.02164129715420251 +/- 0.004050600595128878,-0.005029781601588368 +/- 0.00172452868574392,-0.02766379880873593 +/- 0.004342827191667206,-0.005228325612177365 +/- 0.0013219711684605087,-0.001687624090006623 +/- 0.0007893355686219023,0.020350761085373915 +/- 0.004175853561920583,-0.00033090668431501324 +/- 0.0006101617774515295,0.04698874917273329 +/- 0.005302773163205869,0.002084712111184639 +/- 0.0031254482303423956,0.024255459960291194 +/- 0.00401762144101561,-0.03335539377895434 +/- 0.003060842112467826,0.035936465916611524 +/- 0.01021660655772803,0.009265387160820659 +/- 0.004209153836176791,0.001588352084712108 +/- 0.002493025572711758
