,bvp_n_below_mean,scr_iqr,scr_lineintegral,hrv_lineintegral,bvp_peaks,bvp_svd_entropy,bvp_ptp,bvp_max,bvp_pct_5,scl_min,hrv_max,hrv_entropy,bvp_min,bvp_pct_95,hrv_peaks,scl_std,hrv_svd_entropy,hrv_perm_entropy,bvp_kurtosis,bvp_rms,hrv_iqr,scl_pct_5,scl_entropy,bvp_perm_entropy,scr_n_below_mean,scl_pct_95,hrv_skewness,scr_iqr_5_95,scl_ptp,hrv_pct_95,bvp_n_above_mean,hrv_kurtosis,hrv_min,scl_energy,bvp_iqr_5_95,hrv_n_below_mean,bvp_n_sign_changes,scr_min,hrv_n_above_mean,scl_iqr,scr_energy,scr_kurtosis,bvp_sum,bvp_std,scr_rms,bvp_mean,scr_n_above_mean,scr_pct_5,hrv_n_sign_changes,hrv_iqr_5_95,hrv_energy,scr_peaks,scr_entropy,bvp_energy,scl_peaks,bvp_entropy,scr_std,scl_perm_entropy,scr_mean,scr_n_sign_changes,scr_ptp,scr_sum,scl_n_below_mean,scl_n_sign_changes,scr_skewness,hrv_rms,scr_svd_entropy,hrv_sum,scl_lineintegral,hrv_std,scl_n_above_mean,hrv_mean,scr_pct_95,scl_iqr_5_95,hrv_ptp,scr_perm_entropy,scl_skewness,scr_max,scl_kurtosis,scl_svd_entropy,scl_rms,scl_sum,bvp_skewness,bvp_iqr,hrv_pct_5,bvp_lineintegral,scl_max,scl_mean
0,0.01489182354593983 +/- 0.002286130441900315,0.034335487496487724 +/- 0.0032496391783761796,-0.0032312447316662496 +/- 0.0008167711072631837,0.08687833661140766 +/- 0.0043470816759345375,-0.009890418656926159 +/- 0.0036995292139663694,0.013318347850519784 +/- 0.0017645763942801325,-0.006097218319752784 +/- 0.001073982290172312,0.034166900814835574 +/- 0.0024274921119927175,0.005394773812868747 +/- 0.0008596267794761547,-0.019275077268895813 +/- 0.004099195554894484,0.029221691486372527 +/- 0.002516281334896115,0.0007305422871592748 +/- 0.0005211361896878771,-0.010143298679404366 +/- 0.001413013875884257,0.011211014329867897 +/- 0.0007791753090116508,0.008513627423433489 +/- 0.0014494206660892342,-0.005788142736723845 +/- 0.001186777863553948,0.004214667041303688 +/- 0.0006996290867091192,0.002556898005057551 +/- 0.0010243172876402515,-0.009356560831694338 +/- 0.0015494594750168507,0.003315538072492241 +/- 0.0004667953842606266,0.0005057600449563937 +/- 0.0012615872054309385,0.010143298679404255 +/- 0.001992566524472199,0.0010677156504635855 +/- 0.0004994770675648085,0.0039336892385501195 +/- 0.002313592452963069,0.0 +/- 0.0,0.006069120539477346 +/- 0.0023312692905525546,-0.0017982579376229935 +/- 0.0009420092505894972,0.0020792357403764616 +/- 0.0005211361896878652,0.0 +/- 0.0,-0.0077268895757235615 +/- 0.0010072182258462864,0.07052542849114915 +/- 0.0033174424598247615,0.00022478224220282562 +/- 0.0003509411631580797,0.00036527114357961523 +/- 0.0015289427210354526,-0.0007024445068840146 +/- 0.0015807342713161298,0.0 +/- 0.0,0.0006462489463332055 +/- 0.0005900533857825212,-0.0014329867940433227 +/- 0.0004251965706777497,0.0 +/- 0.0,0.0 +/- 0.0,-0.0029783647091880306 +/- 0.0013719084704393023,-0.006069120539477413 +/- 0.0006307936027154671,0.0 +/- 0.0,-0.0007586400674347238 +/- 0.00017991357789922112,0.0 +/- 0.0,0.00030907558302889493 +/- 0.0007481611101822999,-2.809778027536014e-05 +/- 8.429334082608041e-05,0.0019668446192750433 +/- 0.0008614616306128483,0.0 +/- 0.0,0.0 +/- 0.0,0.0010677156504635744 +/- 0.000412951347476821,0.0003652711435796041 +/- 0.0012693854451336396,0.0 +/- 0.0,0.0016296712559707327 +/- 0.0007827135868043957,0.015144703568418062 +/- 0.001462434805245659,0.0 +/- 0.0,0.0 +/- 0.0,0.00896319190783924 +/- 0.0006702366081414285,0.0007867378477099729 +/- 0.00041295134747682097,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.007249227311042472 +/- 0.0017627858546061287,0.0 +/- 0.0,0.0 +/- 0.0,0.002163529081202542 +/- 0.0008244675892734729,-0.00033717336330433276 +/- 0.00041295134747679684,-0.0005338578252318427 +/- 0.00019668446192752098,0.007614498454622043 +/- 0.0006213358917531903,0.00865411632481029 +/- 0.0012234639537553815,0.007895476257375623 +/- 0.001320595672941823,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00814835627985383 +/- 0.0005758331422286834,0.041500421466704095 +/- 0.0021400476565697586,0.0 +/- 0.0,-0.002219724641753351 +/- 0.0004776622646811035,-0.0014048890137679626 +/- 0.0006026302497759817,0.00039336892385495316 +/- 0.0003371733633042958,0.013402641191345831 +/- 0.003146575058780801,0.0 +/- 0.0,0.028182073616184265 +/- 0.0020457422477400808,-0.009581343073897209 +/- 0.001831535654704388,0.02722674908682211 +/- 0.00258270418967079,0.00845743186288277 +/- 0.0012903582470587323,0.019443663950547852 +/- 0.0021865778542673655,0.04183759483000841 +/- 0.0011129700657677953,-0.001489182354594032 +/- 0.0015443558396921978
