,accy_pct_95,accy_perm_entropy,accx_ptp,accx_perm_entropy,accz_sum,accz_ptp,accx_rms,accz_min,accx_min,accx_sum,accy_min,accx_energy,accz_max,accy_iqr_5_95,accy_ptp,accy_max,accz_entropy,accx_svd_entropy,accx_n_sign_changes,accx_peaks,accx_max,accy_pct_5,accy_rms,accy_svd_entropy,accz_svd_entropy,accz_iqr,accx_skewness,accy_mean,accz_std,accz_pct_95,accz_rms,accz_lineintegral,accy_iqr,accx_kurtosis,accx_iqr_5_95,accx_n_above_mean,accy_skewness,accz_skewness,accz_n_below_mean,accy_peaks,accx_pct_5,accy_n_below_mean,accx_mean,accx_iqr,accz_mean,accy_entropy,accx_entropy,accz_n_sign_changes,accy_energy,accy_kurtosis,accx_std,accx_pct_95,accy_std,accy_sum,accx_n_below_mean,accz_iqr_5_95,accy_n_above_mean,accz_kurtosis,accz_perm_entropy,accz_n_above_mean,accz_pct_5,accy_lineintegral,accz_energy,accy_n_sign_changes,accx_lineintegral,accz_peaks
0,0.1786692136262337 +/- 0.005859737020125277,0.0870105062082139 +/- 0.004479975361194236,0.07070996497930594 +/- 0.0023065897085870774,0.028175740210124145 +/- 0.0013526039978508752,-0.004106972301814738 +/- 0.001125157405098537,-0.04250238777459411 +/- 0.001345089473051744,-0.001305316778096155 +/- 0.0006115686950747856,0.053167780961477215 +/- 0.0019155184917531254,-6.367398917542789e-05 +/- 0.0002775484841477674,0.0024514485832537124 +/- 0.0007126083822222132,-0.00012734797835086686 +/- 0.001756525211605694,-0.004902897166507514 +/- 0.0015081463587808843,0.01353072269977711 +/- 0.0026760125551331376,0.08045208532314546 +/- 0.0030967103443556975,-0.0054122890799108815 +/- 0.0012412345552128472,0.003470232410060459 +/- 0.0018258453943253304,-0.001209805794333041 +/- 0.0009740247399413256,0.0011461318051575685 +/- 0.0015281757402101424,-0.00515759312320917 +/- 0.001163684615249737,-0.038777459407831935 +/- 0.0020573695538240737,0.0014645017510346748 +/- 0.0005365265694477063,0.008245781598217095 +/- 0.0007322508755173635,-0.00382043935052534 +/- 0.0016045339915127775,0.00391595033428842 +/- 0.00219213371348003,-0.0004138809296402535 +/- 0.0006214333427552911,0.007863737663164583 +/- 0.0016969446636404192,0.0005093919134033454 +/- 0.00047649250388714215,0.03890480738618272 +/- 0.003779897377817468,0.002960840496657091 +/- 0.0006532405134888033,0.015122572429162661 +/- 0.0017394190868701349,0.005062082139446011 +/- 0.0009598735072703872,-0.0017191977077364307 +/- 0.0008203819628605812,0.000795924864692743 +/- 0.0004089536000848561,0.0022922636103151818 +/- 0.0005093919134033815,0.0 +/- 0.0,0.00015918497293854195 +/- 0.00035594842048704425,0.00022285896211394763 +/- 0.0010563935067199543,0.001973893664438053 +/- 0.0005093919134033662,0.003693091372174451 +/- 0.0006238751334691274,0.003406558420885053 +/- 0.0007804935162133891,0.011111111111111094 +/- 0.002596033127271085,0.0003502069404648034 +/- 0.0007322508755173504,0.0015918497293855194 +/- 0.0003487568019771757,0.00015918497293854195 +/- 0.000256678056297291,0.0017510347023240614 +/- 0.0006246869427045117,0.0 +/- 0.0,0.008659662527857348 +/- 0.001443589181630637,0.009614772365488666 +/- 0.0015121734590306081,0.10066857688634193 +/- 0.002277179846195181,-0.00019102196752628363 +/- 0.0006857898512747036,-0.00423432028016556 +/- 0.0009010488187255609,0.0030245144858325078 +/- 0.0005739495822133129,0.0067812798471823975 +/- 0.0010467546783045757,0.062145813435211694 +/- 0.0034840787062221028,9.551098376312517e-05 +/- 0.0001458954375980731,0.004902897166507459 +/- 0.001467267573613861,0.0 +/- 0.0,0.005412289079910848 +/- 0.000620617277606442,0.006940464820120962 +/- 0.001163684615249743,-0.0031200254695956664 +/- 0.00034289492563735285,0.0005412289079910537 +/- 0.0009556403068961162,-0.003788602355937609 +/- 0.0005774707783259311,0.004648201209805769 +/- 0.0003820439350525229,0.00038204393505252287 +/- 0.0013188357323914543,0.004902897166507447 +/- 0.0011138399035043438,-0.006876790830945579 +/- 0.0012098057943330193
