,accy_pct_95,accy_max,accz_min,accz_max,accy_mean,accx_max,accy_std,accy_sum,accy_iqr,accy_pct_5,accy_perm_entropy,accy_min,accx_pct_95,accz_lineintegral,accx_entropy,accz_svd_entropy,accx_svd_entropy,accy_svd_entropy,accx_mean,accy_ptp,accx_min,accy_lineintegral,accx_ptp,accz_perm_entropy,accy_skewness,accx_n_sign_changes,accz_n_sign_changes,accx_iqr_5_95,accx_kurtosis,accz_pct_95,accx_rms,accx_std,accz_ptp,accx_iqr,accy_peaks,accz_skewness,accz_entropy,accy_n_above_mean,accx_n_above_mean,accy_n_sign_changes,accy_kurtosis,accz_n_below_mean,accy_rms,accz_iqr_5_95,accx_lineintegral,accz_iqr,accx_energy,accx_n_below_mean,accy_energy,accz_std,accy_n_below_mean,accz_n_above_mean,accx_skewness,accz_kurtosis,accz_pct_5,accz_peaks,accx_sum,accy_entropy,accz_mean,accx_peaks,accz_sum,accz_rms,accx_perm_entropy,accx_pct_5,accz_energy,accy_iqr_5_95
0,0.01619047619047618 +/- 0.0035321782274141847,-0.008435374149659869 +/- 0.0022241881257512555,0.0055442176870748264 +/- 0.001581175414852989,0.003741496598639438 +/- 0.001009006596883767,0.0009523809523809379 +/- 0.00232091457268464,-0.0037074829931972864 +/- 0.0006878825991890038,-0.0037755102040816337 +/- 0.0009183673469387677,-0.0018027210884353883 +/- 0.002167550199504068,0.0049999999999999715 +/- 0.0012911736664015046,-0.00904761904761906 +/- 0.0009763741560821291,0.008197278911564609 +/- 0.001997557395921917,0.0032993197278911477 +/- 0.0013609693213430447,0.0003061224489795844 +/- 0.0009056821058295356,0.005374149659863925 +/- 0.0011958092402208848,0.0017687074829931815 +/- 0.000726331853879695,0.0011904761904761641 +/- 0.0008902212468232996,0.0005102040816326259 +/- 0.000976966436486042,-0.0032653061224489966 +/- 0.001379124825354641,0.004047619047619033 +/- 0.0010367177315733298,0.00023809523809523725 +/- 0.0010095797333099148,0.0026190476190475986 +/- 0.0014514685913844633,0.005918367346938747 +/- 0.0009523809523809608,0.0020748299319727657 +/- 0.0011327092384589817,0.006836734693877533 +/- 0.0013728187803136547,0.00044217687074828984 +/- 0.0014985299844837217,0.0009523809523809379 +/- 0.001018138064428305,-0.000612244897959191 +/- 0.0006417674239494325,-0.0004421768707483009 +/- 0.00048222608431148936,-0.0009863945578231447 +/- 0.0008254871496266554,0.002312925170068003 +/- 0.0008020289879286947,0.0013605442176870541 +/- 0.001197742643650264,0.000510204081632637 +/- 0.0006498290195422702,0.0023129251700680143 +/- 0.00135884247315905,-0.0012925170068027291 +/- 0.00036633774198193867,0.00612244897959181 +/- 0.0014106422689338718,0.003061224489795911 +/- 0.000608453871428505,-0.0007482993197279186 +/- 0.001084175336769332,0.00020408163265306367 +/- 0.001180227998156291,0.00044217687074828984 +/- 0.0005701719256544141,0.013163265306122418 +/- 0.0012268495780184527,-0.0015646258503401512 +/- 0.0008631685401666206,0.0007823129251700367 +/- 0.0006094038390193589,0.005748299319727879 +/- 0.001683243949885552,-0.0015986394557823357 +/- 0.0007142857142857128,0.004115646258503381 +/- 0.0009056821058295456,-0.0017006802721088675 +/- 0.001254359790107893,0.0019727891156462564 +/- 0.0009101420517183525,-0.00020408163265305256 +/- 0.001045053843247431,0.0007142857142857006 +/- 0.0015694247612325503,0.0025510204081632517 +/- 0.0012192821992472686,-0.0014965986394558151 +/- 0.0005313095017623529,0.0015306122448979554 +/- 0.0006673951316445102,0.0007823129251700589 +/- 0.0013438602901454698,0.0015646258503401067 +/- 0.0006308584010541247,-0.0024149659863945796 +/- 0.001014153164345286,0.000340136054421758 +/- 0.0011684057168243247,0.0010544217687074697 +/- 0.0010478178095747798,0.0007482993197278853 +/- 0.0006417674239494361,0.008197278911564609 +/- 0.0016130483947454988,-0.0003401360544217802 +/- 0.0013520140758062251,0.007346938775510181 +/- 0.0014204498651578955,0.003469387755102027 +/- 0.0010067107882278214,0.014013605442176846 +/- 0.0019408629411819026,0.0090816326530612 +/- 0.0018695110317906616,0.006802721088435349 +/- 0.001178265855489024,0.003367346938775495 +/- 0.0008797630718624104
