,accx_mean,accz_energy,accx_sum,accx_energy,accy_energy,accx_rms,accz_perm_entropy,accy_pct_5,accy_perm_entropy,accz_lineintegral,accx_max,accx_n_above_mean,accy_n_below_mean,accy_kurtosis,accy_n_above_mean,accz_svd_entropy,accz_skewness,accz_kurtosis,accx_kurtosis,accz_max,accy_iqr_5_95,accx_n_sign_changes,accy_ptp,accy_pct_95,accy_skewness,accy_entropy,accx_min,accy_lineintegral,accy_sum,accy_mean,accx_ptp,accz_n_below_mean,accy_peaks,accy_n_sign_changes,accy_std,accz_std,accx_iqr_5_95,accx_iqr,accz_n_sign_changes,accz_pct_5,accz_iqr,accx_peaks,accz_ptp,accy_svd_entropy,accz_peaks,accz_n_above_mean,accx_lineintegral,accx_skewness,accz_entropy,accx_pct_95,accy_iqr,accy_min,accy_rms,accy_max,accz_iqr_5_95,accx_entropy,accz_min,accx_std,accz_mean,accz_sum,accz_pct_95,accx_perm_entropy,accx_n_below_mean,accx_svd_entropy,accx_pct_5,accz_rms
0,0.3849729385546004 +/- 0.008581590876195571,0.5322190385227634 +/- 0.009028524858397302,0.13791786055396366 +/- 0.004663440540872502,0.16727156956383313 +/- 0.0035285962438707267,0.10378860235593759 +/- 0.00418265900029671,0.011461318051575919 +/- 0.0023133909104851905,0.137440305635148 +/- 0.004549572249785899,0.014358484559057593 +/- 0.002556691055449079,0.274562241324419 +/- 0.007605244297187461,0.05644699140401142 +/- 0.0034731520070854487,0.0033110474371219056 +/- 0.0018188929458243552,0.0017828716969117918 +/- 0.0031683808480419576,0.00859598853868192 +/- 0.0012247936365279322,0.0 +/- 0.0,-0.005093919134033775 +/- 0.0014237936819482763,0.010601719197707726 +/- 0.0026293965475907015,0.000318369945877095 +/- 0.00063673989175419,-0.007035975803884131 +/- 0.0006438633688684157,-0.0005412289079911092 +/- 0.00020385623169162257,-0.0005730659025788065 +/- 0.0004679063501018568,-0.0008277618592804958 +/- 0.0015479459765862262,0.0002865329512893755 +/- 0.00033238798181820184,-0.00047755491881568135 +/- 0.00047755491881566655,0.026424705507800038 +/- 0.003909603676028979,0.005253104106972284 +/- 0.0014881879519287188,0.00012734797835082246 +/- 0.00043185800592964265,-0.00047755491881569246 +/- 0.0006865284512208868,0.0032155364533587804 +/- 0.0015098256225889064,-0.0025787965616046018 +/- 0.0012449038392879268,-0.0025787965616046018 +/- 0.0012449038392879268,-0.0013371537726838856 +/- 0.0011372538108558915,-0.0004457179242279508 +/- 0.0003820439350525451,0.013116841770136878 +/- 0.002597399306510186,-0.001209805794333041 +/- 0.0006647759636364527,0.00012734797835082246 +/- 0.000670847103015134,0.004297994269340943 +/- 0.0010866633661812087,0.0013053167780961218 +/- 0.0009703757181871036,0.00047755491881562584 +/- 0.001515186760177132,0.005189430117796856 +/- 0.0014731277047130603,-0.0007322508755173707 +/- 0.000698239802593493,-0.0011142948105699046 +/- 0.0010389792341344106,-0.011461318051575964 +/- 0.0021118273100002643,0.004871060171919739 +/- 0.001867559296537726,0.014836039477873264 +/- 0.0022066505509281513,0.0007640878701050124 +/- 0.0022294990639938183,0.00012734797835083355 +/- 0.0001559687833672705,0.030117796879974502 +/- 0.002641511431097302,-0.0029290035020694384 +/- 0.0020622903203695113,-0.0020057306590258173 +/- 0.0014662310015497592,-0.0019738936644381087 +/- 0.0010443310707963533,-0.0009551098376313516 +/- 0.0006524642321527943,0.0024832855778414097 +/- 0.001653072904902516,0.0028971665074816523 +/- 0.00231097987188277,0.000795924864692743 +/- 0.0008572373140933584,-0.0009551098376313516 +/- 0.0006678184324547286,-0.002610633556192321 +/- 0.0014782791170001844,0.020885068449538313 +/- 0.001911280613792245,-0.0028016555237186267 +/- 0.0006335481930000773,0.0018465456860871977 +/- 0.0008399176032010906,0.0018465456860871977 +/- 0.0008399176032010906,6.367398917541677e-05 +/- 0.00034289492563731777,0.04208850684495381 +/- 0.003996272087746113,0.02594715058898438 +/- 0.0024506215088093914,0.0028334925183062464 +/- 0.0009703757181870837,0.0038522763451129816 +/- 0.0014895495148410918,0.167398917542184 +/- 0.009170822992620856
