,bvp_rms,hrv_rms,hrv_mean,hrv_sum,bvp_std,hrv_pct_95,hrv_pct_5,hrv_n_below_mean,scl_pct_95,scl_pct_5,bvp_n_above_mean,bvp_n_below_mean,hrv_n_above_mean,hrv_iqr_5_95,scl_svd_entropy,bvp_skewness,bvp_n_sign_changes,scr_svd_entropy,bvp_perm_entropy,bvp_ptp,bvp_min,scr_lineintegral,bvp_iqr_5_95,bvp_pct_95,hrv_lineintegral,bvp_pct_5,hrv_entropy,scl_iqr,hrv_max,hrv_peaks,scr_perm_entropy,scl_sum,scl_mean,bvp_lineintegral,scr_kurtosis,scl_peaks,scl_perm_entropy,hrv_min,bvp_svd_entropy,scr_entropy,bvp_peaks,hrv_skewness,scl_skewness,hrv_perm_entropy,hrv_n_sign_changes,bvp_entropy,bvp_kurtosis,scr_pct_5,bvp_max,scr_n_below_mean,scr_n_above_mean,bvp_mean,bvp_sum,scr_skewness,scl_n_sign_changes,scr_min,hrv_iqr,scl_n_above_mean,scl_n_below_mean,scr_n_sign_changes,hrv_kurtosis,scl_std,scl_energy,scl_max,scl_kurtosis,scr_pct_95,hrv_svd_entropy,scl_rms,scr_iqr_5_95,bvp_energy,scl_min,scr_rms,scr_energy,bvp_iqr,scr_peaks,scr_iqr,scr_max,scr_std,scr_ptp,hrv_energy,scl_ptp,hrv_ptp,scl_lineintegral,scl_iqr_5_95,hrv_std,scr_sum,scr_mean,scl_entropy
0,0.11549999999999998 +/- 0.004339098728742846,0.10333333333333332 +/- 0.01133039177512314,0.08403333333333331 +/- 0.011508885456222277,0.08403333333333331 +/- 0.011508885456222277,0.07586666666666661 +/- 0.004514667454223182,0.0707333333333333 +/- 0.005683895377878331,0.053233333333333285 +/- 0.004346262762420154,0.05013333333333329 +/- 0.004384822307308101,0.04973333333333331 +/- 0.003935027883566313,0.04356666666666662 +/- 0.006356186837335036,0.041599999999999956 +/- 0.0034019602192461567,0.041599999999999956 +/- 0.0034019602192461567,0.039366666666666626 +/- 0.005574644981222257,0.031533333333333316 +/- 0.005540156435817774,0.03149999999999999 +/- 0.002034425935955628,0.029733333333333323 +/- 0.004954907780283199,0.02696666666666665 +/- 0.003857028216991256,0.020733333333333315 +/- 0.002615339366124405,0.019933333333333313 +/- 0.0019595917942265423,0.01626666666666665 +/- 0.002976948474902159,0.01433333333333332 +/- 0.002724375565560339,0.011066666666666647 +/- 0.00435583899304524,0.010499999999999976 +/- 0.0031100196498128852,0.010066666666666658 +/- 0.002122891110412093,0.009533333333333293 +/- 0.004185158964191872,0.008299999999999964 +/- 0.0036951920713874336,0.008266666666666634 +/- 0.0032345358588555125,0.007799999999999974 +/- 0.002212088003071607,0.007633333333333303 +/- 0.005681255729736741,0.007299999999999962 +/- 0.0017729448195962858,0.007199999999999973 +/- 0.0026339661686851173,0.006866666666666621 +/- 0.003809928549927875,0.006866666666666621 +/- 0.003809928549927875,0.0042999999999999705 +/- 0.004435838890972775,0.00409999999999996 +/- 0.0012914247085206877,0.0030999999999999583 +/- 0.0007310570733153618,0.0027666666666666174 +/- 0.0009893881386437331,0.0026666666666666393 +/- 0.0052174919474995115,0.0021999999999999685 +/- 0.003736308338453891,0.001933333333333298 +/- 0.002885981442921789,0.001599999999999957 +/- 0.006488964991943356,0.0012333333333333196 +/- 0.0019779338265529115,0.00046666666666661527 +/- 0.002295890047696355,0.0002666666666666262 +/- 0.0003265986323710749,0.0 +/- 0.0,0.0 +/- 0.0,-3.3306690738754695e-17 +/- 0.00178885438199985,-3.333333333336297e-05 +/- 0.0005467073155618963,-6.666666666670374e-05 +/- 0.0012631530214331024,-6.666666666670374e-05 +/- 0.0006798692684790458,-6.666666666670374e-05 +/- 0.0006798692684790458,-0.00013333333333337416 +/- 0.0014922019523732994,-0.00013333333333337416 +/- 0.0014922019523732994,-0.0003333333333333854 +/- 0.0009189365834726729,-0.0005000000000000449 +/- 0.00042817441928884667,-0.0006666666666666932 +/- 0.0003651483716700908,-0.0009666666666666935 +/- 0.0011100550536897859,-0.0009666666666667045 +/- 0.001139688066485272,-0.0009666666666667045 +/- 0.001139688066485272,-0.0010666666666667047 +/- 0.0013808210118138693,-0.0012000000000000233 +/- 0.0014544949486181072,-0.002266666666666706 +/- 0.0033426536364591065,-0.0026333333333333764 +/- 0.0014177446878758041,-0.003033333333333388 +/- 0.0024424486802296476,-0.0035333333333333883 +/- 0.0019102065042525859,-0.003900000000000048 +/- 0.0007895146188217977,-0.004200000000000037 +/- 0.002012185103038203,-0.004533333333333378 +/- 0.002300724523564977,-0.004766666666666708 +/- 0.0009780933834080627,-0.005566666666666697 +/- 0.0035025387617809048,-0.005733333333333368 +/- 0.0037112441759244584,-0.006133333333333368 +/- 0.004008879034232769,-0.0062000000000000275 +/- 0.0011274356350191802,-0.006800000000000017 +/- 0.004690889515267274,-0.0077666666666666995 +/- 0.0008569973421454795,-0.011933333333333351 +/- 0.001533333333333348,-0.012733333333333374 +/- 0.004051885706406048,-0.012866666666666693 +/- 0.0027292652653944883,-0.012966666666666682 +/- 0.004070080534283738,-0.01316666666666666 +/- 0.0020179747823553945,-0.013900000000000001 +/- 0.0025649344804280815,-0.014833333333333342 +/- 0.005277309920783497,-0.015133333333333332 +/- 0.0043107101760872695,-0.016100000000000014 +/- 0.004640522001288696,-0.019600000000000027 +/- 0.005925087903707985,-0.020000000000000018 +/- 0.0050990195135928,-0.020000000000000018 +/- 0.0050990195135928,-0.021733333333333337 +/- 0.002398147433147315
