,scl_mean,bvp_n_below_mean,bvp_lineintegral,scl_svd_entropy,scr_iqr,scl_iqr,bvp_max,hrv_svd_entropy,scl_pct_5,bvp_svd_entropy,hrv_energy,hrv_std,bvp_n_above_mean,bvp_pct_95,scr_energy,scr_svd_entropy,hrv_min,bvp_pct_5,scr_pct_95,scl_lineintegral,hrv_lineintegral,bvp_ptp,hrv_pct_5,scl_std,scl_n_below_mean,hrv_skewness,hrv_perm_entropy,scr_entropy,scr_n_below_mean,scl_energy,hrv_iqr_5_95,scl_skewness,hrv_n_below_mean,scl_kurtosis,hrv_peaks,hrv_n_above_mean,hrv_n_sign_changes,hrv_entropy,scr_perm_entropy,bvp_entropy,bvp_energy,bvp_sum,scr_mean,scr_peaks,scl_n_sign_changes,scl_peaks,scl_ptp,scr_std,scl_n_above_mean,scl_iqr_5_95,scr_kurtosis,scr_rms,scr_sum,scr_n_sign_changes,scr_n_above_mean,scr_iqr_5_95,bvp_mean,scr_min,hrv_pct_95,scr_pct_5,bvp_rms,scl_pct_95,hrv_sum,bvp_skewness,bvp_std,scr_max,hrv_kurtosis,bvp_iqr,scr_skewness,scr_ptp,hrv_mean,scl_max,scl_rms,scl_min,scl_sum,bvp_kurtosis,scl_perm_entropy,hrv_rms,hrv_iqr,hrv_max,scl_entropy,bvp_iqr_5_95,bvp_n_sign_changes,bvp_min,hrv_ptp,scr_lineintegral,bvp_peaks,bvp_perm_entropy
0,-0.014934522151016982 +/- 0.0025020835130279903,0.0008637503482864184 +/- 0.00026285820930778685,0.0020339927556422333 +/- 0.0019103883774223445,-0.01526887712454723 +/- 0.0010558537376147198,0.014934522151017005 +/- 0.00397805924716072,-0.011813875731401479 +/- 0.0019191056403145936,0.0025912510448592996 +/- 0.0031867428091185445,0.025745332961827804 +/- 0.001861609706156613,0.054444134856505996 +/- 0.003572977453755461,-0.03772638617999442 +/- 0.004435719975955952,-0.00022290331568681766 +/- 0.00020850695941899627,0.0286430760657565 +/- 0.0018806951274099903,0.07626079687935358 +/- 0.00514076434965533,0.002619113959320141 +/- 0.0010440230702254538,0.0 +/- 0.0,-0.0008358874338255662 +/- 0.0007048821755738834,-0.010504318751741393 +/- 0.0010354362873258166,-8.358874338255662e-05 +/- 0.00017840970290980098,0.005656171635553109 +/- 0.00211483008182175,-0.0024797993870158573 +/- 0.0015182092756562055,0.027667874059626663 +/- 0.0021184978439978083,0.025968236277514645 +/- 0.001684727384545127,0.0030927835051546503 +/- 0.0007206752385833441,-0.010782947896349915 +/- 0.001474630105589195,0.00022290331568681766 +/- 0.00020850695941899627,-5.5725828921704415e-05 +/- 0.0004280382138684034,-0.0011981053218166448 +/- 0.0015665302643488878,0.0025633881303984696 +/- 0.0008881235692677584,0.0 +/- 0.0,0.0007801616049038617 +/- 0.0003000927727575607,0.0 +/- 0.0,0.0011145165784340882 +/- 0.0004662357350426657,0.001978266926720518 +/- 0.0008022390665304042,-0.0016439119531902802 +/- 0.0010080831716425347,0.00019504040122596543 +/- 0.0006110814209936193,0.0 +/- 0.0,0.0 +/- 0.0,0.005962663694622483 +/- 0.0009424092797596836,0.0 +/- 0.0,0.0 +/- 0.0,-0.0036779047088325023 +/- 0.0008704652745507566,0.0 +/- 0.0,0.0011981053218166448 +/- 0.00030649205906937423,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,2.7862914460852207e-05 +/- 0.0002628582093077868,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0007801616049038617 +/- 0.0003480076900751356,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,8.358874338255662e-05 +/- 0.0001276839145989349,0.0 +/- 0.0,0.0034828643076065926 +/- 0.0017544788510929323,-8.358874338255662e-05 +/- 0.0001276839145989349,0.010225689607132904 +/- 0.0005716992067061751,-0.002451936472555005 +/- 0.00299004255788161,-0.00011145165784340883 +/- 0.00013649984635180512,-0.00016717748676510215 +/- 0.0016256285478757103,0.0 +/- 0.0,0.0 +/- 0.0,-0.0003064920590693743 +/- 0.00034011021498282334,0.008414600167177478 +/- 0.002604251088447578,5.5725828921704415e-05 +/- 0.00011145165784340883,0.0013652828085817582 +/- 0.0003622178879910787,-0.0026191139593201075 +/- 0.0004170139188379925,0.013959320144887166 +/- 0.0018751141107150938,-0.023126219002507654 +/- 0.0016948349206737843,0.013039843967679043 +/- 0.001778867617666456,0.00743939816104765 +/- 0.0008637503482864184,-0.0015324602953468824 +/- 0.0023085900124243256,0.00016717748676511323 +/- 0.0002553678291978698,0.0 +/- 0.0,0.0011981053218166448 +/- 0.00046706755681916884,0.015129562552242981 +/- 0.0020248116242991493,0.039119531903037075 +/- 0.004304256677030372,-0.00022290331568681766 +/- 0.00016717748676511323,0.0006129841181387596 +/- 0.0013234151114001641,-0.02385065477848982 +/- 0.002578486553638186,-0.003984396767901887 +/- 0.0017402615179300427,0.011786012816940672 +/- 0.0010866536639732784,-0.016439119531903034 +/- 0.0029801598121194386,0.0011702424073558148 +/- 0.0029691985076082017
