,bvp_perm_entropy,scl_min,bvp_iqr_5_95,scr_lineintegral,scr_max,bvp_peaks,scr_ptp,bvp_pct_95,bvp_lineintegral,bvp_svd_entropy,bvp_energy,scl_max,bvp_pct_5,scr_rms,scl_sum,bvp_rms,bvp_std,scl_pct_95,scl_iqr,bvp_n_below_mean,scl_entropy,bvp_skewness,bvp_max,bvp_iqr,hrv_iqr_5_95,scl_std,hrv_lineintegral,scl_ptp,scr_mean,scl_skewness,hrv_n_below_mean,hrv_n_above_mean,bvp_kurtosis,scr_iqr_5_95,scr_energy,scr_svd_entropy,hrv_svd_entropy,scr_sum,scl_svd_entropy,scr_skewness,hrv_kurtosis,scl_lineintegral,scr_entropy,hrv_n_sign_changes,scr_peaks,scl_peaks,bvp_entropy,scr_n_sign_changes,scl_kurtosis,scr_min,bvp_sum,scl_n_sign_changes,bvp_mean,hrv_mean,hrv_skewness,scl_n_below_mean,scl_n_above_mean,scl_pct_5,scr_perm_entropy,scr_pct_95,scr_iqr,scl_perm_entropy,hrv_iqr,hrv_perm_entropy,scr_pct_5,hrv_rms,hrv_peaks,hrv_std,scr_n_above_mean,hrv_pct_5,scr_n_below_mean,hrv_sum,scr_kurtosis,hrv_entropy,hrv_min,hrv_ptp,bvp_ptp,scl_iqr_5_95,hrv_pct_95,scr_std,bvp_n_sign_changes,hrv_energy,scl_mean,bvp_n_above_mean,bvp_min,hrv_max,scl_energy,scl_rms
0,-0.022308943089430832 +/- 0.0021384432159705508,0.003186991869918732 +/- 0.002298614250025662,0.000650406504065082 +/- 0.0014688246882128546,0.009138211382113858 +/- 0.0022923946079449853,-0.004878048780487765 +/- 0.002102533967511478,0.009528455284552895 +/- 0.0030334683232368146,-0.007967479674796718 +/- 0.0018004046225256907,0.00985365853658542 +/- 0.0019186991869918756,0.005723577235772414 +/- 0.001419019462066448,0.01443902439024396 +/- 0.002336942337980058,-6.504065040646712e-05 +/- 0.0011246579815148443,0.0052032520325203556 +/- 0.0023719782151298214,0.002113821138211436 +/- 0.0009226836396169809,-0.002471544715447127 +/- 0.0026547423261084222,0.0008130081300813385 +/- 0.001746738081560449,0.007414634146341514 +/- 0.0016116437975107426,0.007544715447154504 +/- 0.0014308943089430819,-0.0031219512195121537 +/- 0.0017942262405377277,0.0004227642276423027 +/- 0.0009430894308943123,0.025300813008130106 +/- 0.0024327290028312134,0.008260162601626065 +/- 0.0019738524755113502,0.003772357723577291 +/- 0.0012860956054169229,0.0008130081300813275 +/- 0.0017406730004647418,0.014991869918699241 +/- 0.002273866160183843,-0.0012357723577235634 +/- 0.001036577395155059,0.005105691056910622 +/- 0.001645734104569748,-0.0026666666666666505 +/- 0.0017560975609756174,0.0014308943089431426 +/- 0.0020267234407652488,0.005138211382113867 +/- 0.0014085468505826264,-0.00013008130081296754 +/- 0.0005670112446882126,-3.252032520321135e-05 +/- 0.001149307125012833,-0.00029268292682923527 +/- 0.0004921218195259123,-0.004357723577235739 +/- 0.00211856877722306,-0.00039024390243898034 +/- 0.0017681011016674206,-3.252032520321135e-05 +/- 0.0013365022821485923,0.0005853658536585816 +/- 0.0008455284552845711,-0.005268292682926801 +/- 0.0014528980750366655,0.009951219512195164 +/- 0.0024817930443367673,0.004617886178861841 +/- 0.0018094865357064778,0.0003577235772358134 +/- 0.0007892462503747462,-0.0013333333333332975 +/- 0.000947564376216823,0.0002601626016260461 +/- 0.0015100080346333634,0.0008455284552845943 +/- 0.0002980537037369509,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00013008130081297863 +/- 0.00044112715337400754,0.000162601626016301 +/- 0.00033323417125072434,-0.00022764227642272373 +/- 0.00046105518304904243,-0.00022764227642272373 +/- 0.0007422902250740409,-0.00013008130081296754 +/- 0.0002157154335190249,0.0012032520325203522 +/- 0.0016901185639266747,-0.00042276422764223607 +/- 0.0005826495241355819,0.000650406504065082 +/- 0.0005038027117017711,-0.00019512195121947906 +/- 0.0007154471544715409,0.01011382113821142 +/- 0.002202997015211709,-0.0002276422764227348 +/- 0.0009088252756086001,-0.00029268292682921304 +/- 0.0015761457972101034,0.0011707317073170853 +/- 0.0010507638648067383,3.252032520327797e-05 +/- 0.0005528455284552878,-0.003349593495934944 +/- 0.0016198256137121788,-3.252032520322246e-05 +/- 0.0007042734252913081,0.001235772357723619 +/- 0.0007668179591903471,0.00029268292682931295 +/- 0.0018422125578235447,-0.0006504065040650042 +/- 0.001058785079421111,0.006373983739837452 +/- 0.0009447700192737489,-0.00039024390243898034 +/- 0.0006305925017777294,-0.002926829268292652 +/- 0.0015731234630826474,9.75609756098006e-05 +/- 0.0007702581647042003,0.0002601626016260572 +/- 0.001585178225294817,0.0021463414634146803 +/- 0.0005670112446882051,0.001951219512195157 +/- 0.0015931640603467953,-0.001268292682926797 +/- 0.0018132815426927709,-0.0034796747967479557 +/- 0.0018109470949367007,-0.000813008130081283 +/- 0.001685105223809006,0.007317073170731736 +/- 0.0016913695770986428,-0.0013658536585365421 +/- 0.0027200681191969288,-0.00042276422764223607 +/- 0.0011175831074757487,0.013203252032520374 +/- 0.0024388075784393874,0.0004552845528455696 +/- 0.0020577940838447293,-0.006699186991869888 +/- 0.002557346764401623,0.021951219512195176 +/- 0.002895039644677206,-0.0006504065040650042 +/- 0.0015798319091370546,0.0006178861788618262 +/- 0.001450348170470087,0.011902439024390287 +/- 0.002408261278903898,0.005073170731707366 +/- 0.002220926319214802
