,bvp_mean,bvp_n_below_mean,bvp_n_above_mean,bvp_peaks,bvp_sum,bvp_max,scl_rms,scr_svd_entropy,bvp_perm_entropy,scr_ptp,hrv_skewness,hrv_ptp,hrv_iqr,scr_pct_5,bvp_ptp,bvp_pct_5,scr_n_above_mean,hrv_std,scr_lineintegral,bvp_skewness,hrv_n_below_mean,scl_kurtosis,scr_mean,hrv_pct_95,bvp_n_sign_changes,bvp_energy,bvp_lineintegral,scr_perm_entropy,hrv_sum,hrv_peaks,hrv_max,hrv_mean,hrv_n_above_mean,hrv_lineintegral,hrv_energy,hrv_entropy,hrv_iqr_5_95,hrv_pct_5,hrv_n_sign_changes,hrv_min,hrv_svd_entropy,scr_sum,scr_min,scr_max,scl_perm_entropy,scr_energy,scr_iqr_5_95,scr_iqr,scr_n_below_mean,scr_n_sign_changes,scr_peaks,scr_rms,scr_kurtosis,scr_skewness,scr_pct_95,scr_entropy,bvp_std,bvp_rms,bvp_entropy,bvp_iqr_5_95,scl_iqr,scl_n_sign_changes,scl_n_above_mean,scl_lineintegral,scr_std,scl_iqr_5_95,scl_pct_95,scl_peaks,scl_max,scl_ptp,scl_energy,scl_sum,scl_std,scl_mean,bvp_pct_95,scl_skewness,bvp_kurtosis,hrv_perm_entropy,bvp_iqr,bvp_svd_entropy,bvp_min,scl_n_below_mean,scl_pct_5,hrv_kurtosis,scl_entropy,scl_svd_entropy,hrv_rms,scl_min
0,0.0197607655502393 +/- 0.0029960712353020672,0.0409569377990431 +/- 0.003087514986584037,0.04492822966507183 +/- 0.006582904421107072,0.010382775119617261 +/- 0.003574454104424839,0.018947368421052713 +/- 0.0009617105857532177,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0019617224880383423 +/- 0.002481127686596021,-0.0016746411483253177 +/- 0.0013233795871712222,0.0003827751196172735 +/- 0.0005579858272579611,0.0 +/- 0.0,0.0 +/- 0.0,-4.784688995215225e-05 +/- 0.00014354066985645673,0.0 +/- 0.0,0.0028229665071771047 +/- 0.001607683982431715,9.56937799043378e-05 +/- 0.0002870813397129579,0.0 +/- 0.0,0.0 +/- 0.0,0.0005263157894737858 +/- 0.00014354066985645676,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0024401913875598757 +/- 0.0011807619788758703,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00019138755980866451 +/- 0.0003173803627134799,0.0 +/- 0.0,0.0 +/- 0.0,0.016220095693779947 +/- 0.001377624885061025,0.0 +/- 0.0,0.003684210526315834 +/- 0.0009581332246172453,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.001339712918660374 +/- 0.00041711951612828657,0.0015789473684211352 +/- 0.0004306220095693702,-0.0008133971291865771 +/- 0.001027316294429857,0.0 +/- 0.0,-0.0008612440191387183 +/- 0.0010656008349914006,0.0022488038277512557 +/- 0.001370961605922903,0.0 +/- 0.0,0.0 +/- 0.0,0.0005263157894737413 +/- 0.0016636687704032422,-9.56937799043045e-05 +/- 0.00019138755980860898,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0006220095693780569 +/- 0.0008301125154496691,0.00028708133971296903 +/- 0.00031738036271347994,0.01679425837320577 +/- 0.0007240548301636978,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0003827751196172735 +/- 0.0004171195161283376,0.003923444976076595 +/- 0.001598401252487059,0.0 +/- 0.0,0.0009090909090909927 +/- 0.0006577859849218944,0.00028708133971296903 +/- 0.0003173803627134799,0.0 +/- 0.0,0.027799043062201025 +/- 0.002676433736066436,-0.0023444976076554603 +/- 0.0008133971291865882,-0.01339712918660283 +/- 0.001972777811300321,0.0 +/- 0.0,-0.002918660287081287 +/- 0.0008938536694865583,-0.010047846889952083 +/- 0.0015577818752248243,0.0 +/- 0.0,0.0 +/- 0.0,0.010622009569378033 +/- 0.0020723835241825725,-4.7846889952130045e-05 +/- 0.0003349282296651006,0.0 +/- 0.0,0.017894736842105317 +/- 0.002856423264420916,-0.0062200956937798705 +/- 0.0016712200188108229,0.0016746411483254176 +/- 0.001252272950076792,0.016602870813397164 +/- 0.0008020600293894693,-0.00033492822966506574 +/- 0.0003063695807384083,0.0035885167464115297 +/- 0.0012338561682514254,0.005645933014354088 +/- 0.0006698564593301489,0.0 +/- 0.0,-0.008660287081339669 +/- 0.0026849737505451055
