,bvp_rms,hrv_rms,bvp_std,scl_pct_95,bvp_pct_95,scr_std,bvp_lineintegral,bvp_n_above_mean,bvp_n_below_mean,bvp_peaks,scr_lineintegral,bvp_max,bvp_ptp,bvp_iqr_5_95,hrv_min,bvp_perm_entropy,scr_sum,scr_mean,scr_peaks,scr_kurtosis,scl_kurtosis,scr_svd_entropy,scr_perm_entropy,bvp_skewness,scr_n_sign_changes,bvp_entropy,scl_peaks,hrv_n_sign_changes,scr_pct_5,scl_n_sign_changes,hrv_peaks,scr_min,scl_iqr,hrv_perm_entropy,scr_energy,scr_skewness,scr_pct_95,scl_n_above_mean,scl_n_below_mean,scr_iqr_5_95,hrv_kurtosis,scr_n_below_mean,scr_iqr,scr_n_above_mean,scl_skewness,scr_entropy,hrv_iqr,hrv_ptp,scl_min,bvp_mean,bvp_sum,hrv_skewness,scr_ptp,scr_max,scl_sum,scl_mean,scl_entropy,hrv_svd_entropy,hrv_energy,hrv_max,bvp_kurtosis,scl_ptp,scl_std,hrv_entropy,hrv_mean,hrv_sum,scl_perm_entropy,scl_pct_5,scl_svd_entropy,bvp_svd_entropy,bvp_min,scl_max,scl_energy,scl_rms,bvp_n_sign_changes,hrv_lineintegral,hrv_std,scl_iqr_5_95,hrv_iqr_5_95,hrv_n_below_mean,hrv_n_above_mean,bvp_iqr,scl_lineintegral,hrv_pct_5,hrv_pct_95,bvp_energy,bvp_pct_5,scr_rms
0,0.3012987012987013 +/- 0.005800704268604499,0.3001948051948052 +/- 0.009315636106396078,0.30298701298701297 +/- 0.006854879595011228,0.0018831168831168754 +/- 0.00146500184060758,0.016363636363636358 +/- 0.0019437181229994365,0.0034415584415584456 +/- 0.0012337662337662222,0.03694805194805195 +/- 0.004028591524479509,-0.04103896103896103 +/- 0.005591961075743102,-0.04103896103896103 +/- 0.005591961075743102,-0.02350649350649353 +/- 0.004689732489679941,0.0028571428571428693 +/- 0.0013051786520936342,0.012402597402597405 +/- 0.0018007044966054616,0.01149350649350649 +/- 0.002498945636999202,0.020714285714285696 +/- 0.001679547682646431,0.19305194805194806 +/- 0.005901950873968581,-0.005389610389610433 +/- 0.0016945439416493244,0.00032467532467532755 +/- 0.0005235232304089987,0.00032467532467532755 +/- 0.0005235232304089987,0.004220779220779192 +/- 0.00043559765795449847,-0.0011688311688311747 +/- 0.0011171850996159298,-0.0010389610389610615 +/- 0.0010143181397281181,0.0045454545454545305 +/- 0.0033364240464065303,-0.0028571428571428693 +/- 0.0014285714285714245,-0.0002597402597402709 +/- 0.000723086280887047,-0.0005194805194805308 +/- 0.0006993720528746184,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00012987012987013545 +/- 0.0002597402597402709,0.0 +/- 0.0,-0.0019480519480519543 +/- 0.0007113279967599462,-0.0002597402597402709 +/- 0.0003181155510108161,0.0022727272727272596 +/- 0.001170633530994809,0.001948051948051932 +/- 0.001693299326026667,0.0 +/- 0.0,-0.0014285714285714236 +/- 0.0012251923548125293,0.00045454545454545194 +/- 0.0005071590698640533,0.0007142857142857006 +/- 0.0011038961038961083,0.0007142857142857006 +/- 0.0011038961038961083,0.0005194805194805197 +/- 0.00048592953074984784,-0.0019480519480519543 +/- 0.0011247083166031709,0.0002597402597402376 +/- 0.001238882079762275,0.002987012987012971 +/- 0.0008315745762899797,0.0002597402597402376 +/- 0.001238882079762275,-0.0019480519480519543 +/- 0.0017180203318601349,-0.00012987012987014657 +/- 0.0011902794012872326,0.006753246753246745 +/- 0.0023805588025744705,-0.011363636363636399 +/- 0.0040577921558358505,0.00012987012987013545 +/- 0.0005660907718884235,-0.0014285714285714457 +/- 0.0006362311020215844,-0.0014285714285714457 +/- 0.0006362311020215844,0.00032467532467529426 +/- 0.0021191128405299562,0.006103896103896089 +/- 0.0017472239022173744,0.0062337662337662025 +/- 0.0018864726034199914,-0.0012337662337662536 +/- 0.001406260248552426,-0.0012337662337662536 +/- 0.001406260248552426,0.006623376623376609 +/- 0.0005660907718883776,0.058181818181818154 +/- 0.004444139904485373,0.1396103896103896 +/- 0.00798991605988156,0.19370129870129868 +/- 0.005409913253465218,0.016753246753246742 +/- 0.0035542680995854776,0.0023376623376623273 +/- 0.0013051786520936175,0.004999999999999982 +/- 0.0013636363636363733,0.03324675324675323 +/- 0.002767178669176963,0.2925974025974026 +/- 0.009379464979359878,0.2925974025974026 +/- 0.009379464979359878,0.0009740259740259605 +/- 0.0017484301321865345,-6.493506493507884e-05 +/- 0.0013132304166335357,0.0023376623376623273 +/- 0.002290284686824484,-0.005129870129870162 +/- 0.0010246580414324392,0.010584415584415585 +/- 0.002976406918536597,-0.0006493506493506551 +/- 0.0013927019863329184,0.00012987012987013545 +/- 0.00025974025974027085,-6.493506493505663e-05 +/- 0.0018239703772971847,-0.02051948051948055 +/- 0.0021181177182207876,0.03597402597402597 +/- 0.0056698389488164,-0.010844155844155868 +/- 0.005698398812841266,0.006623376623376609 +/- 0.001899836212769828,0.0507142857142857 +/- 0.004018111299845434,0.07220779220779218 +/- 0.007999409659446495,0.10422077922077921 +/- 0.0048614641517518995,0.001103896103896085 +/- 0.004754470781294931,0.007272727272727253 +/- 0.001785419101930859,0.17590909090909093 +/- 0.006978329466186073,0.18675324675324675 +/- 0.005684693150192026,-0.010714285714285742 +/- 0.0031711988174220333,0.024675324675324673 +/- 0.0024981018261910934,0.007922077922077919 +/- 0.0019437181229994454
