,bvp_n_above_mean,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_n_sign_changes,scr_iqr,scr_ptp,scr_mean,scr_energy,scl_max,scr_pct_95,scl_energy,scr_lineintegral,scr_svd_entropy,scl_mean,scr_max,scr_sum,scl_svd_entropy,scl_pct_5,scl_pct_95,scl_rms,bvp_pct_95,bvp_iqr,hrv_svd_entropy,scl_iqr_5_95,scr_rms,scr_std,scr_iqr_5_95,scl_iqr,scl_min,hrv_energy,scl_entropy,bvp_kurtosis,hrv_pct_5,hrv_iqr_5_95,scl_sum,scl_lineintegral,bvp_min,hrv_ptp,hrv_peaks,hrv_max,scl_ptp,bvp_skewness,scl_n_sign_changes,hrv_sum,hrv_pct_95,bvp_iqr_5_95,scl_kurtosis,bvp_rms,hrv_std,scr_perm_entropy,scl_std,hrv_entropy,scr_skewness,hrv_lineintegral,scl_n_below_mean,hrv_mean,scl_perm_entropy,hrv_rms,scr_kurtosis,hrv_n_above_mean,bvp_sum,hrv_n_sign_changes,bvp_entropy,scl_peaks,bvp_mean,scl_n_above_mean,scr_min,scr_n_sign_changes,scr_peaks,scr_pct_5,scr_n_above_mean,hrv_perm_entropy,hrv_n_below_mean,scr_entropy,hrv_min,hrv_skewness,hrv_iqr,hrv_kurtosis,scr_n_below_mean,scl_skewness,bvp_pct_5,bvp_max,bvp_std,bvp_ptp,bvp_lineintegral,bvp_svd_entropy,bvp_energy
0,0.007911111111111136 +/- 0.0018195101769296648,0.003333333333333355 +/- 0.0018351842508500015,0.009066666666666667 +/- 0.0019291141701520626,0.006488888888888933 +/- 0.0012444444444444408,-0.003511111111111098 +/- 0.0008765814632584892,-0.0009333333333333305 +/- 0.0014394786436179214,0.0004888888888888943 +/- 0.0008302907418786289,-0.009333333333333315 +/- 0.0019474579822405993,-0.0059111111111111005 +/- 0.0009747427644204882,-0.0011111111111110961 +/- 0.0013071503262091252,4.444444444445805e-05 +/- 0.001041366623454208,-0.00013333333333332976 +/- 0.001615358386256559,-0.003644444444444439 +/- 0.0007900617259836074,-0.0011111111111110961 +/- 0.0008944271909999304,0.003155555555555567 +/- 0.0014933597881254582,0.0 +/- 0.0007166451331820923,-0.003911111111111099 +/- 0.0009064923579720299,0.005066666666666675 +/- 0.0015032475133589117,0.003155555555555567 +/- 0.0013835006592243127,-0.003422222222222204 +/- 0.0014880594704696137,0.0026666666666666726 +/- 0.0016982198377371376,0.0024000000000000354 +/- 0.001179244369904136,0.0023555555555555773 +/- 0.000796287682985293,0.0018666666666666831 +/- 0.0008618097524295815,-0.006222222222222196 +/- 0.0013033669598769102,0.0010222222222222356 +/- 0.0013633654800158281,-8.88888888888606e-05 +/- 0.0007900617259836125,0.0011555555555555874 +/- 0.0011452532201533436,-0.0021777777777777564 +/- 0.0019920830960902147,0.0023111111111111192 +/- 0.0012695872761853942,-0.001644444444444415 +/- 0.001159821186728892,-0.009199999999999986 +/- 0.001363365480015804,-0.0032444444444444274 +/- 0.001578247191516859,-0.0010222222222222132 +/- 0.000974742764420511,-0.002666666666666662 +/- 0.0011066577420434565,0.002488888888888918 +/- 0.0011278735591510663,-0.0022222222222222144 +/- 0.0014194417264596756,0.0029333333333333546 +/- 0.0020093608098590856,-0.0013777777777777556 +/- 0.0010027123709047357,0.0 +/- 0.0,-0.00497777777777777 +/- 0.0008618097524295678,-0.005555555555555547 +/- 0.0010749676997731294,-0.011599999999999977 +/- 0.0011146609959097394,0.0015555555555555544 +/- 0.0006045098003882433,-0.0006222222222222018 +/- 0.0010366136701947311,-0.008044444444444432 +/- 0.001002712370904747,0.002622222222222226 +/- 0.0008302907418786436,-0.0007555555555555204 +/- 0.00020367003088688683,0.00395555555555559 +/- 0.0010222222222222139,-0.0016000000000000014 +/- 0.0008243216440440779,-0.0008888888888888725 +/- 0.0006592176432973845,-0.004888888888888876 +/- 0.0018432392314069162,-0.002444444444444438 +/- 0.0007235031376044347,-0.0007555555555555316 +/- 0.0007962876829852818,-0.003955555555555534 +/- 0.0015065290005936184,8.888888888889391e-05 +/- 0.000387457683870304,0.0020888888888888958 +/- 0.001033751408854486,0.00013333333333334085 +/- 0.0002036700308869377,-0.002311111111111086 +/- 0.001205747552555605,0.0016000000000000237 +/- 0.0011102218663819495,-0.0005777777777777659 +/- 0.000488888888888868,8.888888888889391e-05 +/- 0.00017777777777778782,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,4.4444444444446954e-05 +/- 0.00013333333333334085,-0.0032888888888888746 +/- 0.00035555555555553676,-8.888888888889391e-05 +/- 0.00017777777777778782,0.0 +/- 0.0,0.0 +/- 0.0,-0.0006666666666666488 +/- 0.0003583225665910187,-0.0006666666666666377 +/- 0.0005351819812796416,-0.0010222222222222022 +/- 0.0006899633198337756,8.888888888889391e-05 +/- 0.00017777777777778782,0.0 +/- 0.0,0.0004444444444444473 +/- 0.0010517475169954857,0.001200000000000001 +/- 0.0005979388465365952,-0.0003111111111110731 +/- 0.0007450246495217794,0.0009333333333333416 +/- 0.0005777777777777626,4.4444444444446954e-05 +/- 0.0003111111111111287,-0.002444444444444449 +/- 0.0006956655929999383,-0.000533333333333319 +/- 0.0011030821018658526,0.00013333333333335196 +/- 0.001392040867854729,0.003955555555555557 +/- 0.0012000000000000018,0.0020000000000000018 +/- 0.0012919503869998903,0.0001777777777777767 +/- 0.000494912387807115,-0.003466666666666662 +/- 0.0013154354299509962,0.0008444444444444699 +/- 0.001078636542178809
