,hrv_lineintegral,hrv_ptp,hrv_sum,hrv_iqr_5_95,hrv_perm_entropy,hrv_peaks,hrv_n_sign_changes,hrv_entropy,hrv_rms,hrv_mean,hrv_n_above_mean,hrv_kurtosis,hrv_iqr,hrv_n_below_mean,hrv_std,hrv_energy,hrv_svd_entropy,hrv_skewness,hrv_pct_95,hrv_max,hrv_pct_5,hrv_min
0,-0.005147864184008732 +/- 0.003802794195537888,0.003760496531580881 +/- 0.004667101894711634,-0.0017889740781306563 +/- 0.002640081225234167,0.009346476816356364 +/- 0.004039890819605116,-0.006498722161372738 +/- 0.004174893715640108,-7.301935012775651e-05 +/- 0.0019166710110853043,0.0 +/- 0.0,0.023037604965315837 +/- 0.0022054382344708235,0.010733844468784236 +/- 0.0031245115582817797,0.006060606060606077 +/- 0.002304451820089017,0.00219058050383355 +/- 0.0012856383250572391,0.002081051478641871 +/- 0.002383217805092012,0.008689302665206289 +/- 0.002342316894099377,-0.0003650967506389047 +/- 0.002159941505330278,0.010332238043081454 +/- 0.0034638043125748436,0.0052208835341365665 +/- 0.002529727959301928,0.008908360715589658 +/- 0.004415105208566906,0.0027382256297919126 +/- 0.0025096252436778792,-0.0002555677254472144 +/- 0.0038674414623202126,0.019897772909821122 +/- 0.0028990153386060967,0.008798831690397968 +/- 0.0030082288506921608,0.014056224899598424 +/- 0.004339125346478534
