,hrv_sum,hrv_mean,hrv_max,hrv_n_below_mean,hrv_lineintegral,hrv_min,hrv_rms,hrv_n_above_mean,hrv_pct_5,hrv_iqr,hrv_pct_95,hrv_ptp,hrv_entropy,hrv_energy,hrv_skewness,hrv_kurtosis,hrv_peaks,hrv_svd_entropy,hrv_n_sign_changes,hrv_std,hrv_iqr_5_95,hrv_perm_entropy
0,0.31154385964912285 +/- 0.005126770876926315,0.31154385964912285 +/- 0.005126770876926315,0.2660701754385965 +/- 0.006227551250929099,0.21985964912280703 +/- 0.007269511586571309,0.2603157894736842 +/- 0.0053477413877391754,0.2158947368421053 +/- 0.004125008743939919,0.15638596491228074 +/- 0.0061319240421925025,0.16171929824561407 +/- 0.007731171092630627,0.12424561403508778 +/- 0.006476417432803995,0.14842105263157898 +/- 0.004564101766037646,0.08908771929824565 +/- 0.0085781400976334,0.1375789473684211 +/- 0.003614035087719279,0.10042105263157897 +/- 0.004265142848848486,0.00978947368421057 +/- 0.001700578360147743,0.0041052631578947785 +/- 0.0016976800566179623,0.002175438596491275 +/- 0.0008986841034993399,0.0011929824561404013 +/- 0.0015863374814677096,0.027298245614035134 +/- 0.0034478929113089815,0.0 +/- 0.0,0.032315789473684256 +/- 0.003460901520583923,0.028385964912280758 +/- 0.0030847274181157623,-0.00038596491228066744 +/- 0.001125544907533036
