,hrv_lineintegral,hrv_iqr,hrv_svd_entropy,hrv_pct_95,hrv_max,hrv_energy,hrv_n_below_mean,hrv_pct_5,hrv_perm_entropy,hrv_rms,hrv_std,hrv_n_above_mean,hrv_n_sign_changes,hrv_entropy,hrv_kurtosis,hrv_ptp,hrv_peaks,hrv_mean,hrv_skewness,hrv_sum,hrv_iqr_5_95,hrv_min
0,0.071265306122449 +/- 0.004989618543652624,0.013510204081632693 +/- 0.003809062168336084,0.03914285714285716 +/- 0.004196148647695009,0.002530612244898012 +/- 0.0039311017560276044,-0.00840816326530609 +/- 0.0045016540992529955,-0.006530612244897938 +/- 0.0032499639571256333,-0.008448979591836724 +/- 0.000931649976368446,-0.05432653061224485 +/- 0.004472880938505505,0.003959183673469424 +/- 0.0025946473592347555,0.02428571428571431 +/- 0.003750884943480048,-0.0019591836734693447 +/- 0.0007481756236662189,-0.001918367346938743 +/- 0.0019748523107596433,0.0 +/- 0.0,0.03583673469387757 +/- 0.0022489758879927877,-0.005102040816326492 +/- 0.0027637807375069903,-0.01302040816326524 +/- 0.001230597014831144,0.00848979591836736 +/- 0.0010130345833461705,8.163265306123657e-05 +/- 0.001568112058146818,-0.005632653061224435 +/- 0.0030038154274243515,0.013632653061224543 +/- 0.0011281857111090138,0.0007346938775510514 +/- 0.0032947650727527486,0.11804081632653063 +/- 0.005411204381771931
