,hrv_lineintegral,hrv_iqr,hrv_svd_entropy,hrv_pct_95,hrv_max,hrv_energy,hrv_n_below_mean,hrv_pct_5,hrv_perm_entropy,hrv_rms,hrv_std,hrv_n_above_mean,hrv_n_sign_changes,hrv_entropy,hrv_kurtosis,hrv_ptp,hrv_peaks,hrv_mean,hrv_skewness,hrv_sum,hrv_iqr_5_95,hrv_min
0,0.02737959802806217 +/- 0.00953160272392735,0.02127417519908985 +/- 0.002252764010660482,-0.01380356465680701 +/- 0.0033671555374172224,0.0021994690936670168 +/- 0.004051789272413515,-0.03412969283276453 +/- 0.004108884359675852,0.012286689419795193 +/- 0.00241154540699047,-0.002692453545695905 +/- 0.0013076177208620943,-0.030261660978384553 +/- 0.004763084859494147,0.0004171406901782193 +/- 0.0029639777064344444,-0.010542282897231725 +/- 0.0018011895467634213,-0.0083048919226394 +/- 0.001830099129619041,-0.002351156617368255 +/- 0.0007353325532675421,0.0 +/- 0.0,-0.004891922639362933 +/- 0.0007284555446453929,0.002540766021994678 +/- 0.003024492890647002,-0.014713689799014062 +/- 0.0025085833004992297,0.004361016306408771 +/- 0.0007631631322524993,0.012476298824421672 +/- 0.0023709516924293535,-0.006029579067121771 +/- 0.0031291871438568573,0.011452408039438745 +/- 0.0011725161041896237,0.0057262040197193385 +/- 0.0011804613133313126,0.021046643913538075 +/- 0.0027041784582490735
