,hrv_lineintegral,hrv_ptp,hrv_sum,hrv_iqr_5_95,hrv_perm_entropy,hrv_peaks,hrv_n_sign_changes,hrv_entropy,hrv_rms,hrv_mean,hrv_n_above_mean,hrv_kurtosis,hrv_iqr,hrv_n_below_mean,hrv_std,hrv_energy,hrv_svd_entropy,hrv_skewness,hrv_pct_95,hrv_max,hrv_pct_5,hrv_min
0,-0.0023890784982935065 +/- 0.006953367502725571,0.01073189230185817 +/- 0.00175468112267869,0.003223359878650023 +/- 0.001611122168088594,0.004778156996587057 +/- 0.0020365144606898,-0.0044747819491846585 +/- 0.0022740484414963754,0.001782328403488831 +/- 0.0007593850737391144,0.0 +/- 0.0,0.0023511566173682443 +/- 0.002554032345920784,0.003185437997724705 +/- 0.0019864696023828288,0.002502844141069416 +/- 0.001348228201337205,-0.004588547591960546 +/- 0.0014828376788788126,0.0016306408797876703 +/- 0.0013678186421593969,0.0031475161167994316 +/- 0.0025945329515506036,-0.0004929844520287996 +/- 0.0016446908185211652,0.00238907849829354 +/- 0.0017790980820234896,0.002237390974592379 +/- 0.0015584924223006915,-0.00936670458854758 +/- 0.004105558106906245,-0.004057641259006428 +/- 0.0013572643282649343,0.0006067500948047199 +/- 0.0032275954237319963,0.003488813045127037 +/- 0.0029753576406421002,0.005195297686765276 +/- 0.003113522681093061,0.016192643155100505 +/- 0.0029474353510539108
