,hrv_sum,hrv_mean,hrv_max,hrv_n_below_mean,hrv_lineintegral,hrv_min,hrv_rms,hrv_n_above_mean,hrv_pct_5,hrv_iqr,hrv_pct_95,hrv_ptp,hrv_entropy,hrv_energy,hrv_skewness,hrv_kurtosis,hrv_peaks,hrv_svd_entropy,hrv_n_sign_changes,hrv_std,hrv_iqr_5_95,hrv_perm_entropy
0,-0.1109163928441037 +/- 0.009976965978211176,-0.1109163928441037 +/- 0.009976965978211176,-0.055859802847754644 +/- 0.008025487646022098,-0.0019715224534501362 +/- 0.006598460955141198,0.031690397955458194 +/- 0.009080272541341989,-0.08148959474260678 +/- 0.006707851767603029,0.144943410003651 +/- 0.008948967477095894,0.027053669222343917 +/- 0.008564534795581613,0.10558598028477548 +/- 0.005987586710478281,-0.003504928806133634 +/- 0.004693162165526515,0.05867104782767435 +/- 0.002717703306892505,0.018400876232201525 +/- 0.005986250841638422,0.020189850310332234 +/- 0.0032657287000822793,0.0217232566630157 +/- 0.003246077653215798,-0.001606425702811254 +/- 0.0010606673272240928,-0.004673238408178171 +/- 0.0013641140337546105,-0.003833515881708649 +/- 0.001168879926512018,-0.005330412559328213 +/- 0.005361331106471147,0.0 +/- 0.0,-0.00763052208835342 +/- 0.001464488581243656,-0.02650602409638555 +/- 0.0038920067093790207,-0.013946695874406733 +/- 0.0019305299841405146
