,hrv_lineintegral,hrv_iqr,hrv_svd_entropy,hrv_pct_95,hrv_max,hrv_energy,hrv_n_below_mean,hrv_pct_5,hrv_perm_entropy,hrv_rms,hrv_std,hrv_n_above_mean,hrv_n_sign_changes,hrv_entropy,hrv_kurtosis,hrv_ptp,hrv_peaks,hrv_mean,hrv_skewness,hrv_sum,hrv_iqr_5_95,hrv_min
0,0.0622456140350877 +/- 0.007315095259249398,0.00628070175438592 +/- 0.0030445547515136873,0.03350877192982454 +/- 0.0047160035456841574,0.03512280701754385 +/- 0.004038747386941251,0.05943859649122805 +/- 0.009150026868252947,0.013298245614035064 +/- 0.00213112766864003,-0.0037894736842105647 +/- 0.001801473354806087,0.00842105263157895 +/- 0.0039134999280277085,0.021228070175438575 +/- 0.004570167020229985,0.016771929824561372 +/- 0.002671279482199907,0.0005964912280701506 +/- 0.0007199398080239786,-0.0046666666666666965 +/- 0.0012260635234846464,0.0 +/- 0.0,0.0024561403508771675 +/- 0.0012255613471279406,-0.014877192982456166 +/- 0.002220251511516669,-0.001614035087719312 +/- 0.0022313141186785486,-0.01200000000000001 +/- 0.003237971086332438,0.009824561403508746 +/- 0.001420944332022219,-0.002280701754385983 +/- 0.004225849311172692,-0.014000000000000023 +/- 0.0016565714574193566,0.002491228070175411 +/- 0.0010461790537456654,0.026807017543859633 +/- 0.006825801537979828
