,hrv_sum,hrv_mean,hrv_max,hrv_n_below_mean,hrv_lineintegral,hrv_min,hrv_rms,hrv_n_above_mean,hrv_pct_5,hrv_iqr,hrv_pct_95,hrv_ptp,hrv_entropy,hrv_energy,hrv_skewness,hrv_kurtosis,hrv_peaks,hrv_svd_entropy,hrv_n_sign_changes,hrv_std,hrv_iqr_5_95,hrv_perm_entropy
0,0.14486158513462263 +/- 0.006790029001143082,0.14486158513462263 +/- 0.006790029001143082,0.11497914296549105 +/- 0.008501270394661859,0.0724307925673113 +/- 0.008131569040037805,0.11065604854000755 +/- 0.007644434186657573,0.09950701554797113 +/- 0.010151737812212137,0.10219946909366702 +/- 0.006077565600143613,0.11569965870307167 +/- 0.0060827689963023485,0.07262040197193778 +/- 0.007677190901208957,0.04793325748957143 +/- 0.006171371063007467,0.06037163443306787 +/- 0.008834740285705125,0.037353052711414446 +/- 0.005786660340564327,0.034357224118316224 +/- 0.005821224885092684,0.022487675388699224 +/- 0.002111741492958047,0.0006067500948046866 +/- 0.0011651339776819916,0.0009480470231323035 +/- 0.0008351427965697897,0.009404626469472844 +/- 0.0012781417934283397,0.0047023132347364105 +/- 0.002818491342595682,0.0 +/- 0.0,0.009897610921501664 +/- 0.0026188072310382466,0.00428517254455818 +/- 0.0018812463791903647,0.004436860068259352 +/- 0.0008142173133706539
