,hrv_sum,hrv_mean,hrv_max,hrv_n_below_mean,hrv_lineintegral,hrv_min,hrv_rms,hrv_n_above_mean,hrv_pct_5,hrv_iqr,hrv_pct_95,hrv_ptp,hrv_entropy,hrv_energy,hrv_skewness,hrv_kurtosis,hrv_peaks,hrv_svd_entropy,hrv_n_sign_changes,hrv_std,hrv_iqr_5_95,hrv_perm_entropy
0,0.1412174550788412 +/- 0.01084654914473694,0.1412174550788412 +/- 0.01084654914473694,0.10025669233590025 +/- 0.004705248238311816,0.008470847084708476 +/- 0.0072296378969667965,0.07044371103777043 +/- 0.00682196343800051,0.09295929592959296 +/- 0.007909664323477445,-0.050971763843050986 +/- 0.010347273979738244,0.012907957462412922 +/- 0.006526495294140325,-0.06971030436376971 +/- 0.007503452821353313,-0.011881188118811892 +/- 0.0066051404750705825,-0.08569856985698573 +/- 0.0058993666460058405,-0.009864319765309871 +/- 0.005390539053905383,-0.028859552621928852 +/- 0.005837497888841009,-0.09215254858819218 +/- 0.006880062170259044,0.00033003300330032294 +/- 0.002215143133192365,0.0014301430143014216 +/- 0.00044761846775702793,-0.006674000733406693 +/- 0.0036845930875190275,0.007150715071507141 +/- 0.0031640782333862126,0.0 +/- 0.0,-0.00465713237990466 +/- 0.0021944062046757853,-0.029152915291529156 +/- 0.004815556263711851,-0.003373670700403375 +/- 0.0016051388799588771
