,hrv_lineintegral,hrv_iqr,hrv_svd_entropy,hrv_pct_95,hrv_max,hrv_energy,hrv_n_below_mean,hrv_pct_5,hrv_perm_entropy,hrv_rms,hrv_std,hrv_n_above_mean,hrv_n_sign_changes,hrv_entropy,hrv_kurtosis,hrv_ptp,hrv_peaks,hrv_mean,hrv_skewness,hrv_sum,hrv_iqr_5_95,hrv_min
0,0.031215772179627586 +/- 0.004713143108432082,-0.0029207740051113264 +/- 0.0020781671370219278,0.02285505658999637 +/- 0.004147344818156391,0.019386637458926638 +/- 0.00539664375325973,0.026396495071193883 +/- 0.005775110511116899,-0.0252281854691493 +/- 0.001310793944579497,-0.0018985031033223686 +/- 0.0005365804474880836,-0.0321285140562249 +/- 0.002627682251251789,0.0006206644760861745 +/- 0.002039646253882943,0.003176341730558607 +/- 0.0013567655477226678,0.004235122307411488 +/- 0.0013873676524279056,0.005001825483753208 +/- 0.00224497395248533,0.0 +/- 0.0,0.0009127418765973227 +/- 0.0014257483891761122,-0.005001825483753175 +/- 0.0017206092249650651,-0.010368747718145287 +/- 0.004111838839080268,-0.01025921869295362 +/- 0.0014276169986138908,-7.301935012776761e-05 +/- 0.0005111354508945082,0.011062431544359274 +/- 0.0022270901788974044,0.005038335158817098 +/- 0.0009904826554399746,-0.01683096020445417 +/- 0.0016845961292529044,0.001898503103322391 +/- 0.004275842562090516
