,hrv_lineintegral,hrv_ptp,hrv_sum,hrv_iqr_5_95,hrv_perm_entropy,hrv_peaks,hrv_n_sign_changes,hrv_entropy,hrv_rms,hrv_mean,hrv_n_above_mean,hrv_kurtosis,hrv_iqr,hrv_n_below_mean,hrv_std,hrv_energy,hrv_svd_entropy,hrv_skewness,hrv_pct_95,hrv_max,hrv_pct_5,hrv_min
0,-0.008067473414008075 +/- 0.00475018846049471,-0.003373670700403386 +/- 0.002486021453124789,-0.0074074074074073955 +/- 0.0020138658185179306,0.004547121378804519 +/- 0.0025991998748323177,-0.0021268793546021735 +/- 0.0021989973378166356,-0.0017968463513018062 +/- 0.0008899641437118985,0.0 +/- 0.0,-0.003557022368903573 +/- 0.0021882697099868766,-0.01155115511551159 +/- 0.0018426614633518354,-0.014631463146314649 +/- 0.0013165620147426607,-0.0017968463513018174 +/- 0.0011989572955094668,-0.006453978731206467 +/- 0.0018054321415608555,0.0034836817015034493 +/- 0.0021894983848226124,-0.004620462046204654 +/- 0.0016659797127393568,-0.0008800880088008945 +/- 0.002320394869021837,-0.006600660066006614 +/- 0.0025669233590025547,-0.0004033736707004132 +/- 0.00506648138159271,-0.0057572423909057705 +/- 0.003120427781372177,-0.0093876054272094 +/- 0.0030469494796979716,0.002860286028602832 +/- 0.002092459496543747,-0.011074440777411109 +/- 0.003279074280323899,-0.01463146314631466 +/- 0.002666868769428193
