,hrv_entropy,hrv_svd_entropy,hrv_kurtosis,hrv_iqr_5_95,hrv_rms,hrv_n_below_mean,hrv_ptp,hrv_std,hrv_peaks,hrv_n_sign_changes,hrv_pct_95,hrv_n_above_mean,hrv_perm_entropy,hrv_mean,hrv_iqr,hrv_energy,hrv_skewness,hrv_lineintegral,hrv_min,hrv_pct_5,hrv_sum,hrv_max
0,0.013752362948960272 +/- 0.0008034026465028004,0.00883742911153117 +/- 0.005010566270436362,0.013752362948960262 +/- 0.004012562863351106,0.06450850661625708 +/- 0.004568503789564062,0.013421550094517908 +/- 0.000949893726003832,-0.0008979206049149812 +/- 0.0018838498514172602,-0.0030718336483932297 +/- 0.0023463500165040365,0.008081285444234365 +/- 0.00188384985141728,0.0009451795841209698 +/- 0.0007907939759301489,0.0 +/- 0.0,-0.0039697542533081555 +/- 0.005422234219003194,0.002221172022684281 +/- 0.0014952071852132494,0.009168241965973512 +/- 0.0029376692377920664,0.003544423440453648 +/- 0.0012548126698820146,0.02325141776937615 +/- 0.0054040802869273164,0.010633270321361021 +/- 0.002741428168671686,-0.006521739130434812 +/- 0.003090318095325473,0.05293005671077501 +/- 0.00851186563509975,0.07358223062381848 +/- 0.007173564352153577,0.013799621928166306 +/- 0.0029874254497692172,0.02273156899810961 +/- 0.003236118774247632,0.0765122873345935 +/- 0.004844679289056937
