,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_n_below_mean,hrv_n_above_mean,hrv_lineintegral,hrv_mean,hrv_sum,hrv_svd_entropy,hrv_min,hrv_std,hrv_max,hrv_kurtosis,hrv_peaks,hrv_n_sign_changes,hrv_iqr_5_95,hrv_entropy,hrv_energy,hrv_iqr,hrv_skewness,hrv_perm_entropy,hrv_ptp
0,0.19534883720930232 +/- 0.005620155038759701,0.1531007751937985 +/- 0.00966566731747095,0.16177325581395352 +/- 0.0062439878540765745,0.14510658914728686 +/- 0.008119467001987917,0.137015503875969 +/- 0.006926091968414133,0.16603682170542644 +/- 0.006346899224806212,0.22126937984496128 +/- 0.006937098001049237,0.22126937984496128 +/- 0.006937098001049237,0.0968507751937985 +/- 0.00573038289940452,0.18730620155038769 +/- 0.007827874197139779,0.13410852713178295 +/- 0.007318297514922185,0.18120155038759694 +/- 0.00738598410858892,-0.0019379844961240345 +/- 0.001485436988057744,-0.002034883720930236 +/- 0.0010346006058169893,0.0 +/- 0.0,0.11390503875969 +/- 0.006243987854076544,0.08376937984496127 +/- 0.003730620155038766,0.15721899224806207 +/- 0.0053918563414470325,0.016472868217054293 +/- 0.0039181330657278605,0.014874031007751965 +/- 0.002858527131782951,0.001017441860465118 +/- 0.001906847737805665,0.08657945736434113 +/- 0.005490219778875838
