,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_n_below_mean,hrv_n_above_mean,hrv_lineintegral,hrv_mean,hrv_sum,hrv_svd_entropy,hrv_min,hrv_std,hrv_max,hrv_kurtosis,hrv_peaks,hrv_n_sign_changes,hrv_iqr_5_95,hrv_entropy,hrv_energy,hrv_iqr,hrv_skewness,hrv_perm_entropy,hrv_ptp
0,0.2663520528551203 +/- 0.00587612361161807,0.07376120811703628 +/- 0.00248868275100239,0.06507786691835767 +/- 0.006509940607264519,0.14983482774893814 +/- 0.006727974246995387,0.15639452571967905 +/- 0.008924668352998643,0.16087777253421418 +/- 0.007818659621147786,0.15917885795186404 +/- 0.006488008861038498,0.15917885795186404 +/- 0.006488008861038498,0.05106182161396879 +/- 0.0043855630601185415,0.08088721094856058 +/- 0.007354093638827195,0.09688532326569131 +/- 0.008426263014813959,0.05568664464369982 +/- 0.009345936758792098,0.0011326097215667353 +/- 0.003103215143515542,0.00018876828692774295 +/- 0.0014803574460932317,0.0 +/- 0.0,0.017036337895233556 +/- 0.004062083445588552,0.06937234544596503 +/- 0.0050165860371565235,0.020906087777253356 +/- 0.006036343779943002,0.011750825861255254 +/- 0.0031050088059643224,0.0003303445021236029 +/- 0.0018645348055817028,-0.003397829164700372 +/- 0.0020977924276444682,0.02491741387446904 +/- 0.004510732664595943
