,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_n_below_mean,hrv_n_above_mean,hrv_lineintegral,hrv_mean,hrv_sum,hrv_svd_entropy,hrv_min,hrv_std,hrv_max,hrv_kurtosis,hrv_peaks,hrv_n_sign_changes,hrv_iqr_5_95,hrv_entropy,hrv_energy,hrv_iqr,hrv_skewness,hrv_perm_entropy,hrv_ptp
0,0.3865979381443299 +/- 0.008416620904639913,0.16251171508903467 +/- 0.004745637826118914,0.09817244611059042 +/- 0.004821154132183523,0.1704311152764761 +/- 0.00798016868486649,0.18336457357075914 +/- 0.009190007606393318,0.3242268041237113 +/- 0.005194740493984189,0.2555295220243674 +/- 0.005788913777973365,0.2555295220243674 +/- 0.005788913777973365,0.02928772258669162 +/- 0.006139422037770956,0.2630271790065604 +/- 0.005750855947884682,0.0010309278350515538 +/- 0.0029249271854409203,0.3055295220243674 +/- 0.008640622734107676,4.6860356138700435e-05 +/- 0.0003280224929709506,0.005623242736644785 +/- 0.001405810684161198,0.0 +/- 0.0,0.05862230552952202 +/- 0.002687432232228625,0.005014058106841602 +/- 0.003909681702645936,0.08200562324273664 +/- 0.006134949521669408,0.14418931583880035 +/- 0.004737533337347584,0.015229615745079639 +/- 0.002805757709451294,-0.001452671040299902 +/- 0.0005720035433802014,-0.0008434864104967299 +/- 0.0032922526842081084
