,hrv_entropy,hrv_svd_entropy,hrv_kurtosis,hrv_iqr_5_95,hrv_rms,hrv_n_below_mean,hrv_ptp,hrv_std,hrv_peaks,hrv_n_sign_changes,hrv_pct_95,hrv_n_above_mean,hrv_perm_entropy,hrv_mean,hrv_iqr,hrv_energy,hrv_skewness,hrv_lineintegral,hrv_min,hrv_pct_5,hrv_sum,hrv_max
0,0.007357075913776989 +/- 0.002075125569398744,-0.010121836925960592 +/- 0.004485884889887303,0.006935332708528608 +/- 0.0015227813317030745,0.0356607310215558 +/- 0.0033032396529666516,-0.0057638238050608855 +/- 0.0014973332060609786,0.0034676663542643205 +/- 0.001092961929680473,0.00014058106841614572 +/- 0.0018514288908283486,0.012089971883786355 +/- 0.002051177940790924,0.012089971883786365 +/- 0.002255147031961762,0.0 +/- 0.0,-0.031724461105904364 +/- 0.0050079230920028715,0.0019681349578257066 +/- 0.001593252108716023,0.02488284910965326 +/- 0.0037161769246310747,0.015651358950328063 +/- 0.002391256011653826,-0.009981255857544492 +/- 0.002748830248559043,-0.002530459231490134 +/- 0.0006692997590012071,0.01138706654170576 +/- 0.0040204437823433015,0.15417057169634493 +/- 0.007177440299361117,0.07197750702905345 +/- 0.010480808666499917,0.005576382380506106 +/- 0.004028083068948764,0.03898781630740398 +/- 0.004652173812930032,0.049718837863167796 +/- 0.003283235999175872
