,hrv_svd_entropy,hrv_perm_entropy,hrv_entropy,hrv_sum,hrv_n_above_mean,hrv_std,hrv_iqr_5_95,hrv_rms,hrv_kurtosis,hrv_mean,hrv_n_below_mean,hrv_pct_95,hrv_skewness,hrv_iqr,hrv_energy,hrv_n_sign_changes,hrv_ptp,hrv_min,hrv_pct_5,hrv_peaks,hrv_max,hrv_lineintegral
0,0.007218992248062028 +/- 0.0024747272847135964,0.00847868217054265 +/- 0.0010669920322454109,-0.0018410852713178327 +/- 0.002087273181059889,0.0023255813953488415 +/- 0.0023012290866352594,-0.005135658914728692 +/- 0.0020692012116339787,0.002131782945736438 +/- 0.0028100775193798497,-0.014534883720930258 +/- 0.002422480620155043,-0.007461240310077532 +/- 0.0029406959119173534,-0.003827519379844968 +/- 0.0022976561436781778,0.0066375968992248065 +/- 0.0031551822006133413,-0.011579457364341105 +/- 0.0013609081303476904,-0.0225290697674419 +/- 0.0035882163684661924,-0.015891472868217082 +/- 0.0029771882743676826,-0.0009205426356589163 +/- 0.002512382202027945,0.0026647286821705474 +/- 0.0025011452517713817,0.0 +/- 0.0,-0.011434108527131804 +/- 0.0038892698140289756,-0.010998062015503896 +/- 0.003110223613508539,-0.008817829457364357 +/- 0.0034789385796543167,-0.007073643410852726 +/- 0.0016811387183040217,-0.05305232558139537 +/- 0.0057459279415408735,-0.012500000000000022 +/- 0.003757891362338246
