,hrv_svd_entropy,hrv_perm_entropy,hrv_entropy,hrv_sum,hrv_n_above_mean,hrv_std,hrv_iqr_5_95,hrv_rms,hrv_kurtosis,hrv_mean,hrv_n_below_mean,hrv_pct_95,hrv_skewness,hrv_iqr,hrv_energy,hrv_n_sign_changes,hrv_ptp,hrv_min,hrv_pct_5,hrv_peaks,hrv_max,hrv_lineintegral
0,-0.027272727272727282 +/- 0.002312832742128044,-0.005763823805060931 +/- 0.0020538525773955954,-0.010824742268041254 +/- 0.0022222878540542313,-0.006794751640112473 +/- 0.0015717441266399743,0.00023430178069351327 +/- 0.0016131128845415627,-0.010402999062792883 +/- 0.0029696306500009003,-0.015838800374882844 +/- 0.002205923579370181,-0.012324273664479846 +/- 0.0021170303651502314,-0.003467666354264287 +/- 0.0010094029629118075,-0.00046860356138708206 +/- 0.0023052247190719468,0.0010309278350515538 +/- 0.0018484613798796707,-0.018462980318650422 +/- 0.0022880141735208506,-0.0010777881911902543 +/- 0.0028584817244611035,-0.006138706654170578 +/- 0.004082233678495263,-0.010356138706654184 +/- 0.0019258409173415825,0.0 +/- 0.0,-0.010824742268041254 +/- 0.0024924247698167186,-0.03111527647610124 +/- 0.0021999427543215534,-0.007075913776944709 +/- 0.0026462620250225725,0.0011246485473289547 +/- 0.0018173120365197067,-0.03533270852858481 +/- 0.002610756940428127,0.009934395501405813 +/- 0.005563569664350815
