,hrv_entropy,hrv_svd_entropy,hrv_kurtosis,hrv_iqr_5_95,hrv_rms,hrv_n_below_mean,hrv_ptp,hrv_std,hrv_peaks,hrv_n_sign_changes,hrv_pct_95,hrv_n_above_mean,hrv_perm_entropy,hrv_mean,hrv_iqr,hrv_energy,hrv_skewness,hrv_lineintegral,hrv_min,hrv_pct_5,hrv_sum,hrv_max
0,-0.003100775193798455 +/- 0.0021140914950844446,-0.011579457364341105 +/- 0.003944703056072657,0.011773255813953432 +/- 0.003936363293982449,0.0025193798449612446 +/- 0.0035523842596556967,0.004360465116279066 +/- 0.0036898125512906405,-0.002034883720930236 +/- 0.0019716075532340933,0.0004844961240310086 +/- 0.004844961240310086,0.01908914728682163 +/- 0.0015042804938236484,-0.004408914728682179 +/- 0.001290070441443253,0.0 +/- 0.0,0.021511627906976673 +/- 0.003678343584515957,-0.0039728682170542704 +/- 0.001202487756394465,-0.007606589147286835 +/- 0.003918432605735617,-0.000678294573643412 +/- 0.0016671172998144654,0.021317829457364268 +/- 0.005095277839199585,0.0002906976744186052 +/- 0.00044404803245696203,0.012403100775193732 +/- 0.004345365760615999,0.07470930232558136 +/- 0.010327384640130216,0.09559108527131778 +/- 0.005687621318780772,-0.010416666666666685 +/- 0.004334819068980353,-0.0019379844961240345 +/- 0.002303268279845879,0.021753875968992177 +/- 0.006392595425604874
