,hrv_entropy,hrv_svd_entropy,hrv_kurtosis,hrv_iqr_5_95,hrv_rms,hrv_n_below_mean,hrv_ptp,hrv_std,hrv_peaks,hrv_n_sign_changes,hrv_pct_95,hrv_n_above_mean,hrv_perm_entropy,hrv_mean,hrv_iqr,hrv_energy,hrv_skewness,hrv_lineintegral,hrv_min,hrv_pct_5,hrv_sum,hrv_max
0,-0.0018789144050104234 +/- 0.0004783481936279544,0.1022442588726514 +/- 0.004504571475432815,0.014718162839248494 +/- 0.004101645658536231,0.04222338204592909 +/- 0.0031092632585817425,-0.007933194154488454 +/- 0.0007306889352818313,-0.001617954070981198 +/- 0.0013499495987867912,0.012160751565762051 +/- 0.002177729232257331,0.007254697286012579 +/- 0.0012666660855439982,-0.010542797494780709 +/- 0.0011386964629055978,0.0 +/- 0.0,0.044676409185803824 +/- 0.0035413769214378715,0.011169102296450972 +/- 0.002359635606567294,0.007620041753653495 +/- 0.002632467685369184,-0.006002087682672186 +/- 0.002301782575281813,0.026617954070981265 +/- 0.003638502099777345,0.06362212943632573 +/- 0.002374022007420473,-0.0010960334029227025 +/- 0.00522155479538381,0.04384133611691028 +/- 0.006514607004855912,0.09843423799582471 +/- 0.0054249630313930215,0.0728601252609604 +/- 0.005826841643821659,0.013778705636743271 +/- 0.002253343752079668,0.015762004175365406 +/- 0.004225946237995239
