,hrv_svd_entropy,hrv_perm_entropy,hrv_entropy,hrv_sum,hrv_n_above_mean,hrv_std,hrv_iqr_5_95,hrv_rms,hrv_kurtosis,hrv_mean,hrv_n_below_mean,hrv_pct_95,hrv_skewness,hrv_iqr,hrv_energy,hrv_n_sign_changes,hrv_ptp,hrv_min,hrv_pct_5,hrv_peaks,hrv_max,hrv_lineintegral
0,0.00869565217391306 +/- 0.0032550426007037074,-0.011200378071833616 +/- 0.001078706258082559,0.0001890359168242095 +/- 0.001389124617835455,0.001984877126654072 +/- 0.0011918261070811198,3.3306690738754695e-17 +/- 0.0008185495309871899,-0.001039697542533058 +/- 0.0014764177081109293,-0.001937618147448017 +/- 0.001835815179542083,-0.0060491493383742715 +/- 0.0015357350481353452,0.005812854442344062 +/- 0.002631692966413199,-4.725897920604405e-05 +/- 0.0019306898124589326,-0.00018903591682416508 +/- 0.00112233857155369,-0.016351606805292983 +/- 0.003402646502835521,0.0001890359168242095 +/- 0.001512287334593565,0.007655954631380002 +/- 0.0019803711568768282,-0.003355387523629472 +/- 0.0011469433931485433,0.0 +/- 0.0,-0.004442344045368596 +/- 0.0018927206422023313,-0.012523629489603028 +/- 0.0023558494481313082,0.002930056710775053 +/- 0.0013664302736106607,-0.00042533081285442973 +/- 0.0006497035484341897,-0.017202268431001876 +/- 0.0018927206422023595,-0.02273156899810963 +/- 0.003116585461965527
