,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_n_below_mean,hrv_n_above_mean,hrv_lineintegral,hrv_mean,hrv_sum,hrv_svd_entropy,hrv_min,hrv_std,hrv_max,hrv_kurtosis,hrv_peaks,hrv_n_sign_changes,hrv_iqr_5_95,hrv_entropy,hrv_energy,hrv_iqr,hrv_skewness,hrv_perm_entropy,hrv_ptp
0,0.1889048991354467 +/- 0.006281017860032948,0.13395773294908744 +/- 0.005993073916211848,0.11349663784822286 +/- 0.006603309690941699,0.22958693563880886 +/- 0.006269805522413351,0.20360230547550434 +/- 0.006712113281324157,0.19414024975984628 +/- 0.006929755541545219,0.28611911623439 +/- 0.004526371648426841,0.28611911623439 +/- 0.004526371648426841,0.010854947166186369 +/- 0.00346487777077262,0.24269932756964457 +/- 0.005261723139317581,0.08635926993275697 +/- 0.004859419738690382,0.2573006724303554 +/- 0.007573185097287646,0.002065321805955822 +/- 0.0011774880568809912,0.007060518731988463 +/- 0.0022533533344361034,0.0 +/- 0.0,0.0025936599423631137 +/- 0.0033290534968613552,0.01143131604226707 +/- 0.0044115129695312325,0.043852065321805966 +/- 0.004064490489537019,0.012584053794428451 +/- 0.0023608464413918295,0.0095581171950048 +/- 0.002020148015832183,0.006243996157540832 +/- 0.0018602225486106807,0.0038424591738712597 +/- 0.004203718825560238
