,hrv_rms,hrv_pct_5,hrv_ptp,hrv_energy,hrv_n_above_mean,hrv_iqr,hrv_pct_95,hrv_lineintegral,hrv_mean,hrv_sum,hrv_entropy,hrv_n_below_mean,hrv_max,hrv_n_sign_changes,hrv_svd_entropy,hrv_iqr_5_95,hrv_peaks,hrv_std,hrv_skewness,hrv_perm_entropy,hrv_kurtosis,hrv_min
0,0.25609128897460626 +/- 0.007210653398283804,0.22693667630986827 +/- 0.007407083652718038,0.15917711346833818 +/- 0.005412806135594156,0.018997107039537154 +/- 0.005419769051111877,0.15621986499517843 +/- 0.005230689966392281,0.1657344905175185 +/- 0.007722860638033493,0.1269366763098682 +/- 0.005440699286125817,0.2442622950819672 +/- 0.007056249783285335,0.14963034394085506 +/- 0.0076705726487386544,0.14963034394085506 +/- 0.0076705726487386544,0.12089360334297654 +/- 0.005221694452134567,0.08476374156219868 +/- 0.0041365975221860874,0.09026036644165866 +/- 0.006623225264256915,0.0 +/- 0.0,-0.002250080360012852 +/- 0.0020022387016904414,0.06705239472838317 +/- 0.004726808471784461,0.009096753455480578 +/- 0.0026115891477916492,0.019961427193828374 +/- 0.0030100591086106056,-0.0008357441337190297 +/- 0.002305422189269184,-0.0024108003857280513 +/- 0.0013037158335373485,-0.0024750883960141246 +/- 0.0011858480710830394,0.03539054966248796 +/- 0.0067845175275445995
