,hrv_svd_entropy,hrv_lineintegral,hrv_iqr,hrv_rms,hrv_iqr_5_95,hrv_n_above_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_sum,hrv_skewness,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_entropy,hrv_energy,hrv_std,hrv_perm_entropy,hrv_ptp,hrv_max,hrv_pct_5,hrv_pct_95,hrv_min
0,0.01053811659192828 +/- 0.004453195836009138,0.044426649583600264 +/- 0.003482524736689593,-0.00032030749519537107 +/- 0.0024519742740556965,-0.0010890454836643081 +/- 0.0011387821162479827,-0.011755285073670718 +/- 0.002265142499453849,-0.007687379884689283 +/- 0.0019111382306439785,0.0044843049327354615 +/- 0.002114999874339417,0.0 +/- 0.0,-0.010409993593850086 +/- 0.0022156852793749093,-0.006310057655349121 +/- 0.0027925597077356843,-0.004452274183215865 +/- 0.0016609727306167834,-0.005477258167841115 +/- 0.0017917189328567461,0.00032030749519540436 +/- 0.0008228848544948876,-0.0056053811659192545 +/- 0.0024571990280603095,-0.005573350416399714 +/- 0.0018687959187462784,-0.007367072389493889 +/- 0.0018621962656949057,-0.007110826393337577 +/- 0.0017057689885578734,-0.0037796284433055717 +/- 0.0027397059295763007,-0.009352978859705319 +/- 0.003475889805573491,-0.021108263933376014 +/- 0.0025157905785853836,-0.012876361306854555 +/- 0.004224660369967342,-0.003971812940422792 +/- 0.002518847309588401
