,hrv_rms,hrv_pct_5,hrv_ptp,hrv_energy,hrv_n_above_mean,hrv_iqr,hrv_pct_95,hrv_lineintegral,hrv_mean,hrv_sum,hrv_entropy,hrv_n_below_mean,hrv_max,hrv_n_sign_changes,hrv_svd_entropy,hrv_iqr_5_95,hrv_peaks,hrv_std,hrv_skewness,hrv_perm_entropy,hrv_kurtosis,hrv_min
0,-0.0023014586709885986 +/- 0.004884766817580626,-0.021004862236628796 +/- 0.005046326004646718,0.03799027552674235 +/- 0.0044676167660343685,0.08473257698541332 +/- 0.007081304181345549,0.10314424635332257 +/- 0.00768691436254267,0.0162722852512156 +/- 0.006726074476158422,-0.011150729335494302 +/- 0.0040309346014158216,0.10453808752025935 +/- 0.007762339083399726,0.19717990275526748 +/- 0.00455899329109604,0.19717990275526748 +/- 0.00455899329109604,0.018995137763371195 +/- 0.004670897550222376,0.060680713128038924 +/- 0.0075892437609916,0.16145867098865482 +/- 0.005511392820995041,0.0 +/- 0.0,-0.0005510534846028925 +/- 0.0035183246382740107,-0.0007779578606158299 +/- 0.0019567440224034518,0.029238249594813658 +/- 0.003279517632399781,0.027649918962722887 +/- 0.004577394024946763,0.0037925445705024653 +/- 0.0012724658947416906,-6.482982171793772e-05 +/- 0.0011487873676932995,-0.0016855753646677018 +/- 0.0015532121297518393,0.1223014586709887 +/- 0.00784018799629493
