,hrv_svd_entropy,hrv_max,hrv_lineintegral,hrv_energy,hrv_pct_95,hrv_sum,hrv_skewness,hrv_std,hrv_kurtosis,hrv_peaks,hrv_mean,hrv_n_sign_changes,hrv_n_below_mean,hrv_perm_entropy,hrv_min,hrv_n_above_mean,hrv_ptp,hrv_entropy,hrv_rms,hrv_pct_5,hrv_iqr,hrv_iqr_5_95
0,-0.030789736754415216 +/- 0.006661445509526239,0.0566144618460513 +/- 0.006092502235266047,-0.056547817394201935 +/- 0.008568478496071444,0.015261579473508808 +/- 0.0028579515684627123,-0.0043985338220593195 +/- 0.004284984313409801,-0.009496834388537174 +/- 0.0016273396130722742,-0.009630123292235943 +/- 0.0031522543928776377,-0.002299233588803751 +/- 0.002539713297206425,0.006464511829390185 +/- 0.002590575371619705,0.0015661446184605022 +/- 0.002270072819760226,0.01822725758080638 +/- 0.002200528754561687,0.0 +/- 0.0,-0.001632789070309909 +/- 0.00097092984234145,-0.00016661112962347845 +/- 0.001399930125798072,-0.026757747417527504 +/- 0.006437402147531593,0.001466177940686425 +/- 0.0011940335133068262,-0.019560146617794084 +/- 0.0032377476989073717,0.0045984671776074515 +/- 0.00141217061648898,-0.0074308563812062745 +/- 0.0014297526126574383,-0.003832055981339566 +/- 0.0032177953875088226,0.0028990336554481633 +/- 0.003178912409926385,-0.016927690769743438 +/- 0.0032608143479440337
