,hrv_svd_entropy,hrv_max,hrv_lineintegral,hrv_energy,hrv_pct_95,hrv_sum,hrv_skewness,hrv_std,hrv_kurtosis,hrv_peaks,hrv_mean,hrv_n_sign_changes,hrv_n_below_mean,hrv_perm_entropy,hrv_min,hrv_n_above_mean,hrv_ptp,hrv_entropy,hrv_rms,hrv_pct_5,hrv_iqr,hrv_iqr_5_95
0,0.05189323401613901 +/- 0.0038057532106689825,0.04671011793916817 +/- 0.004470243532274781,0.03653010552451888 +/- 0.005583228865509694,0.01927374301675975 +/- 0.002500134372830106,0.01759776536312845 +/- 0.005841237610758604,0.009776536312849105 +/- 0.0033892504140039565,0.005245189323401567 +/- 0.004245215599391115,0.00235878336436991 +/- 0.002882231351022702,0.0012725015518311067 +/- 0.0022994346917431904,0.0010552451893233727 +/- 0.0014100331088268945,0.0004655493482308648 +/- 0.001031705160682472,0.0 +/- 0.0,-0.0012104283054004017 +/- 0.001131454136161281,-0.0025139664804469607 +/- 0.0031328546424115437,-0.0025450031036623687 +/- 0.008248738062435645,-0.0025450031036623687 +/- 0.0005855978356335393,-0.0037243947858473293 +/- 0.0035004027758837337,-0.005990068280571104 +/- 0.0010391476749089586,-0.006083178150217294 +/- 0.0024681434329076367,-0.006176288019863474 +/- 0.0034906198995007633,-0.012942271880819412 +/- 0.0022977584132687313,-0.014556176288019907 +/- 0.0014320635623909599
