,hrv_svd_entropy,hrv_lineintegral,hrv_iqr,hrv_rms,hrv_iqr_5_95,hrv_n_above_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_sum,hrv_skewness,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_entropy,hrv_energy,hrv_std,hrv_perm_entropy,hrv_ptp,hrv_max,hrv_pct_5,hrv_pct_95,hrv_min
0,-0.00884048686739275 +/- 0.004174333006443264,-0.017873158231902674 +/- 0.006735298177220106,-0.00438821268417684 +/- 0.001614616676634031,-0.010121716848174301 +/- 0.0019441372076224944,-0.004196028187059608 +/- 0.003818113711004142,-0.009545163356822595 +/- 0.0021091707409550495,-0.00419602818705962 +/- 0.0018144790567928954,0.0 +/- 0.0,-0.0010570147341448122 +/- 0.0025425636928207616,-0.01370916079436264 +/- 0.0020549666793523826,-0.0025944907110826863 +/- 0.0021364774049522544,-0.009673286354900746 +/- 0.001822096432200872,-0.002786675208199918 +/- 0.0016585001237667647,-0.006342088404868718 +/- 0.001534804426740654,-0.0053491351697630305 +/- 0.0015563780414165709,-0.004516335682255001 +/- 0.0014779336316539842,-0.004612427930813634 +/- 0.0030629168706936367,0.0059256886611146475 +/- 0.0037057514655433,-0.0021780909673286717 +/- 0.003131159361909019,-0.005893657911595162 +/- 0.003289044882253284,-0.006438180653427328 +/- 0.0025198653959278604,-0.01611146700832804 +/- 0.0020056979121657113
