,hrv_svd_entropy,hrv_max,hrv_lineintegral,hrv_energy,hrv_pct_95,hrv_sum,hrv_skewness,hrv_std,hrv_kurtosis,hrv_peaks,hrv_mean,hrv_n_sign_changes,hrv_n_below_mean,hrv_perm_entropy,hrv_min,hrv_n_above_mean,hrv_ptp,hrv_entropy,hrv_rms,hrv_pct_5,hrv_iqr,hrv_iqr_5_95
0,0.006839546191247936 +/- 0.0036600152267457415,0.07380875202593189 +/- 0.003078734036797485,0.01799027552674226 +/- 0.008535960719077522,-0.023403565640194503 +/- 0.003201700674195341,-0.008946515397082699 +/- 0.002528363047001625,0.011442463533225256 +/- 0.002404172660069841,-0.009173419773095649 +/- 0.004288212160258229,0.0019124797406806949 +/- 0.0013710396098901999,-0.0022690437601296963 +/- 0.0021305253452388816,0.005510534846029158 +/- 0.001607727295641786,0.0012965964343597757 +/- 0.002255108866246498,0.0 +/- 0.0,0.003695299837925425 +/- 0.001353686419307681,-0.014003241491085939 +/- 0.002821400991505858,0.0069367909238249315 +/- 0.004540865091173404,-0.004376012965964371 +/- 0.0016733756238755757,0.004732576985413262 +/- 0.00282289025051246,0.0017179902755267262 +/- 0.0014207200648824047,0.010794165316045334 +/- 0.0007398840979263121,0.023403565640194468 +/- 0.0040662306076023865,0.0058022690437601 +/- 0.0038883033358323607,0.016434359805510522 +/- 0.0031462507604661815
