,hrv_rms,hrv_pct_5,hrv_ptp,hrv_energy,hrv_n_above_mean,hrv_iqr,hrv_pct_95,hrv_lineintegral,hrv_mean,hrv_sum,hrv_entropy,hrv_n_below_mean,hrv_max,hrv_n_sign_changes,hrv_svd_entropy,hrv_iqr_5_95,hrv_peaks,hrv_std,hrv_skewness,hrv_perm_entropy,hrv_kurtosis,hrv_min
0,-0.07120959680106628 +/- 0.007639515462084325,-0.0566144618460513 +/- 0.006470778180125483,0.018727090969676796 +/- 0.003950616550557534,-0.031589470176607806 +/- 0.0048968935574998625,-0.034355214928357206 +/- 0.007758355977647267,0.02522492502499169 +/- 0.005103960025770026,-0.05171609463512161 +/- 0.007297187076886033,0.030956347884038678 +/- 0.003997139550497451,0.08597134288570481 +/- 0.008084331870372162,0.08597134288570481 +/- 0.008084331870372162,0.00036654448517162706 +/- 0.003735806450862029,0.02872375874708432 +/- 0.006355379300970146,0.08203932022659118 +/- 0.007751698071843458,0.0 +/- 0.0,9.996667777407708e-05 +/- 0.000538337035035115,0.0010663112295901556 +/- 0.00430050404662492,-0.01319560146617792 +/- 0.004785424344156283,-0.014328557147617448 +/- 0.0064974068332456355,0.005564811729423536 +/- 0.0023705666660223212,-0.0001666111296234507 +/- 0.0012578864437305455,0.007964011996001363 +/- 0.0010372797345067416,0.08053982005998003 +/- 0.005676624812532706
