,hrv_svd_entropy,hrv_lineintegral,hrv_iqr,hrv_rms,hrv_iqr_5_95,hrv_n_above_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_sum,hrv_skewness,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_entropy,hrv_energy,hrv_std,hrv_perm_entropy,hrv_ptp,hrv_max,hrv_pct_5,hrv_pct_95,hrv_min
0,0.03314046930247505 +/- 0.00573110574944194,0.012182577949212403 +/- 0.005758085118446697,-0.0064288010286082 +/- 0.0030358647259704657,0.004564448730311743 +/- 0.0012841519997067454,-0.006846673095467748 +/- 0.0027428086120208205,0.0006428801028607767 +/- 0.0016702515019950616,0.0010607521697203026 +/- 0.002353547091994267,0.0 +/- 0.0,-0.0027643844423015707 +/- 0.0021999278215710212,-0.003889424622308002 +/- 0.002640703876379409,-5.551115123125783e-17 +/- 0.0017488229519428303,0.0006107360977177345 +/- 0.0014335649708118047,-0.0033751205400193497 +/- 0.001303715833537325,-0.0018964963034394655 +/- 0.0018095105040228316,0.0037287045965926913 +/- 0.0008767715652192803,-0.0006750241080038966 +/- 0.0010704484606458742,-0.0027322404371585285 +/- 0.002089360334297658,0.0037287045965927025 +/- 0.00404095021017492,-0.005657344905175244 +/- 0.003080462500986418,0.0009964641594342404 +/- 0.0011083857055330484,-0.018514946962391567 +/- 0.0026279567259363144,0.016039858566377317 +/- 0.0038423852546510076
