,hrv_svd_entropy,hrv_max,hrv_lineintegral,hrv_energy,hrv_pct_95,hrv_sum,hrv_skewness,hrv_std,hrv_kurtosis,hrv_peaks,hrv_mean,hrv_n_sign_changes,hrv_n_below_mean,hrv_perm_entropy,hrv_min,hrv_n_above_mean,hrv_ptp,hrv_entropy,hrv_rms,hrv_pct_5,hrv_iqr,hrv_iqr_5_95
0,0.028644175684277583 +/- 0.003821874742782443,0.10996180776575434 +/- 0.005347007516362649,0.06247612985359648 +/- 0.0067049008665799135,0.0005092297899427445 +/- 0.0019783921410464846,0.02724379376193512 +/- 0.0017501880439041984,-0.015085932527052781 +/- 0.0026214207870113005,0.013017186505410616 +/- 0.0033785979074384214,0.02196053469127949 +/- 0.0012888896709940371,-0.007001909611712242 +/- 0.003350145733148512,-0.003150859325270483 +/- 0.0012363414767380928,0.025938892425206937 +/- 0.00217380029491142,0.0 +/- 0.0,-0.0023551877784850016 +/- 0.0018127346742072817,0.008052196053469162 +/- 0.0034042842230988086,0.012953532781667776 +/- 0.003609368205875719,-0.0025143220878421023 +/- 0.002327716677686374,0.0014322087842139175 +/- 0.002697784191951731,0.018045830681094898 +/- 0.0018938988601924919,-0.00992998090388283 +/- 0.0012310044306692242,0.026416295353278208 +/- 0.0028108723317402324,0.020305537873965683 +/- 0.003465476152467533,-0.00626989178866959 +/- 0.001946649100365757
