,hrv_rms,hrv_pct_5,hrv_ptp,hrv_energy,hrv_n_above_mean,hrv_iqr,hrv_pct_95,hrv_lineintegral,hrv_mean,hrv_sum,hrv_entropy,hrv_n_below_mean,hrv_max,hrv_n_sign_changes,hrv_svd_entropy,hrv_iqr_5_95,hrv_peaks,hrv_std,hrv_skewness,hrv_perm_entropy,hrv_kurtosis,hrv_min
0,0.24183215887251763 +/- 0.0066435820694850534,0.17261370916079435 +/- 0.006661240845027933,0.22642536835361948 +/- 0.006777285765403373,0.0017296604740551168 +/- 0.0031488035176026885,0.24557975656630368 +/- 0.0059581499159069105,0.22950032030749523 +/- 0.006781523177367135,0.10919282511210764 +/- 0.005556111830850674,0.33356822549647663 +/- 0.007126679813029283,0.3243433696348495 +/- 0.006451155172469128,0.3243433696348495 +/- 0.006451155172469128,0.18629083920563744 +/- 0.007331054196499676,0.19702114029468293 +/- 0.006120220511536189,0.19769378603459326 +/- 0.007782615296489661,0.0 +/- 0.0,-0.0036194746957078474 +/- 0.003045617336199181,0.023574631646380552 +/- 0.002559254882182985,-0.008199871877001908 +/- 0.0030088452442837642,0.05579756566303653 +/- 0.004284943371733663,0.00480461242793081 +/- 0.0012070111262919092,0.00048046124279310654 +/- 0.001544466809896374,-0.004388212684176796 +/- 0.0013441470376910419,0.07418321588725177 +/- 0.0047729041247285935
