,scl_min,scl_pct_5,scl_max,scl_iqr_5_95,scl_lineintegral,scl_mean,scr_max,scr_lineintegral,scl_ptp,scr_iqr_5_95,scl_pct_95,scr_n_sign_changes,scr_min,scl_peaks,scl_perm_entropy,scr_svd_entropy,scr_peaks,scl_kurtosis,scl_rms,scr_perm_entropy,scl_n_below_mean,scr_energy,scl_std,scr_entropy,scl_n_above_mean,scl_sum,scr_rms,scl_n_sign_changes,scr_sum,scr_ptp,scr_pct_5,scl_iqr,scr_pct_95,scl_skewness,scr_iqr,scr_std,scr_mean,scr_skewness,scr_n_below_mean,scr_kurtosis,scl_energy,scr_n_above_mean,scl_svd_entropy,scl_entropy
0,0.003389330975537841 +/- 0.001729859191373926,-0.010403772472738026 +/- 0.0015317166472368143,0.025198938992042404 +/- 0.002836866195304013,-0.0006778661951076126 +/- 0.0013637176895088937,-0.00038314176245214383 +/- 0.00131837720284969,-0.004686118479221979 +/- 0.0012604423684257485,0.00795755968169759 +/- 0.0015706351422899196,-0.002976716769820242 +/- 0.0020983468919926196,0.001031535514294113 +/- 0.0011047253058645216,0.0049218980253462495 +/- 0.001243792976481527,0.025965222516946627 +/- 0.0019746536987916164,0.00026525198938989194 +/- 8.841732979663064e-05,0.0003241968759209901 +/- 0.0003597570178524672,0.0 +/- 0.0,0.006955496610668977 +/- 0.0007362213968050001,-0.008812260536398508 +/- 0.0013077929697809304,-0.0006483937518420579 +/- 0.00031742792850776954,0.0002652519893898808 +/- 0.0007957559681697781,-0.0008252284114353525 +/- 0.00131672902467956,-0.0015915119363395513 +/- 0.00042095068839039857,0.00020630710285879372 +/- 0.0006596825607309006,0.005629236663719395 +/- 0.00103321828134147,0.0033893309755378296 +/- 0.0012659435069209987,-0.0007368110816386775 +/- 0.0004797766164485513,-0.001002063071028625 +/- 0.0006348558570155597,-0.005393457117595068 +/- 0.0012367895819839132,0.00011788977306215198 +/- 0.0014865334763240127,-2.9472443265576854e-05 +/- 0.00030770134125879055,-0.004185086943707672 +/- 0.0012559549515274062,-0.0004420866489832198 +/- 0.0013649910022881804,-0.0016799292661362041 +/- 0.0005901852164603802,0.006837606837606825 +/- 0.0010852904591524834,0.009165929855584998 +/- 0.001301134102837839,0.00123784261715294 +/- 0.0008521563392161056,0.002210433244915988 +/- 0.0015939660811069855,0.0008547008547008294 +/- 0.0009990245362026594,0.0004420866489831643 +/- 0.0013964465358658655,-0.0019746536987916507 +/- 0.0008236480172403096,0.00020630710285881592 +/- 0.0008944291721481664,0.002888299440023545 +/- 0.0013101155774177926,-0.000294724432655491 +/- 0.0013376723510651455,0.000324196875920979 +/- 0.0008065978298499498,0.008045977011494222 +/- 0.002629662131293173,0.015266725611553168 +/- 0.001998049072405346
