,scr_svd_entropy,scl_svd_entropy,scr_std,scr_lineintegral,scr_mean,scr_sum,scl_std,scl_mean,scl_ptp,scl_rms,scl_max,scl_pct_95,scr_rms,scl_perm_entropy,scl_lineintegral,scl_iqr_5_95,scr_max,scr_ptp,scr_peaks,scr_entropy,scr_n_sign_changes,scl_entropy,scl_kurtosis,scr_perm_entropy,scr_energy,scl_pct_5,scr_iqr,scr_iqr_5_95,scr_pct_95,scl_sum,scl_energy,scl_peaks,scl_skewness,scr_n_above_mean,scr_n_below_mean,scr_pct_5,scr_skewness,scl_n_sign_changes,scr_min,scr_kurtosis,scl_iqr,scl_n_above_mean,scl_n_below_mean,scl_min
0,0.1085880195599022 +/- 0.004918639248568224,0.09404034229828848 +/- 0.005872505506262627,0.08988386308068459 +/- 0.0037641349110965425,0.07117970660146697 +/- 0.0042424457095082795,0.057029339853300706 +/- 0.0026368770917020905,0.057029339853300706 +/- 0.0026368770917020905,0.03801955990220048 +/- 0.004082562219925799,0.030012224938875308 +/- 0.006373989812336779,0.02860635696821513 +/- 0.0038079261924627225,0.01940709046454766 +/- 0.003780971223094007,0.015158924205378965 +/- 0.005369239915891882,0.01476161369193153 +/- 0.00446053242960279,0.01011613691931541 +/- 0.004235835475344372,0.010055012224938865 +/- 0.003147921760391183,0.008007334963325174 +/- 0.0039372085367207705,0.006234718826405849 +/- 0.003564675626362665,0.004095354523227379 +/- 0.002893594224583051,0.003973105134474309 +/- 0.0030162420028057055,0.0033312958435207764 +/- 0.0018663061908034038,0.0028117359413202926 +/- 0.0022199290705788364,0.00250611246943766 +/- 0.0024173251752182224,0.0023533007334963106 +/- 0.004311457951043945,0.0019559902200488753 +/- 0.002191983016753203,0.0018948655256723734 +/- 0.0018276181403088277,0.001253056234718819 +/- 0.0015670469123831494,0.0010085574572126998 +/- 0.0009860798169255218,0.0009168704156479413 +/- 0.0017180280345422015,0.0009168704156479301 +/- 0.0017820757624832703,0.0008557457212713838 +/- 0.001689520166391825,0.0007946210268948483 +/- 0.001719115050174216,0.0007640586797065918 +/- 0.0008453127558642598,0.000580684596577019 +/- 0.0015670469123831752,0.0003973105134474242 +/- 0.0014141485698360998,0.00033618581907092216 +/- 0.0003730609907009173,0.00033618581907092216 +/- 0.0003730609907009173,0.00024449877750611917 +/- 0.0009449648431381666,0.00024449877750611917 +/- 0.0010117937259930979,0.00015281173594133834 +/- 0.0006590421348669828,0.00015281173594132723 +/- 0.00024640152042478073,3.056234718826767e-05 +/- 0.0006330169675185756,-3.056234718825657e-05 +/- 0.000253869922460826,-0.0004889975550122383 +/- 0.0012316284645238129,-0.0004889975550122383 +/- 0.0012316284645238129,-0.0028117359413203035 +/- 0.0015511708484657433
