,scr_svd_entropy,scl_svd_entropy,scr_std,scr_lineintegral,scr_mean,scr_sum,scl_std,scl_mean,scl_ptp,scl_rms,scl_max,scl_pct_95,scr_rms,scl_perm_entropy,scl_lineintegral,scl_iqr_5_95,scr_max,scr_ptp,scr_peaks,scr_entropy,scr_n_sign_changes,scl_entropy,scl_kurtosis,scr_perm_entropy,scr_energy,scl_pct_5,scr_iqr,scr_iqr_5_95,scr_pct_95,scl_sum,scl_energy,scl_peaks,scl_skewness,scr_n_above_mean,scr_n_below_mean,scr_pct_5,scr_skewness,scl_n_sign_changes,scr_min,scr_kurtosis,scl_iqr,scl_n_above_mean,scl_n_below_mean,scl_min
0,0.0760509177027827 +/- 0.004227059078631039,0.0707815275310835 +/- 0.005931680099288293,0.09348727057430432 +/- 0.0030038249600866334,0.09029011249259919 +/- 0.0025909243915975227,0.0682356423919479 +/- 0.0034983304059484476,0.0682356423919479 +/- 0.0034983304059484476,0.02998815867377149 +/- 0.0037563563024079353,0.020248667850799297 +/- 0.004065905201513195,0.044523386619301386 +/- 0.0030541670518718592,0.024925991711071648 +/- 0.0034390848387110995,0.03134991119005328 +/- 0.0044433580680454665,0.05257548845470693 +/- 0.0050572306699970745,0.01959739490822974 +/- 0.004754627948588243,0.03288928359976316 +/- 0.002534327380204203,0.008821788040260525 +/- 0.003964634468391517,0.019775014801657796 +/- 0.004516422153829122,-0.0024570751924215426 +/- 0.0030879819983505854,-0.002901124925991705 +/- 0.0031127150806619175,0.0001184132622853884 +/- 0.0019010768925994503,0.00648312611012436 +/- 0.0036049254453007834,0.006127886323268239 +/- 0.0013633604428264622,0.012078152753108373 +/- 0.0033851491672996607,0.0031083481349911345 +/- 0.0019736777147168014,0.001568975725281263 +/- 0.0014445083361463397,-0.00011841326228535509 +/- 0.0007275432639102823,0.00793368857312018 +/- 0.0020501231134613176,-0.00174659561870929 +/- 0.0013723300161633117,0.0030787448194197877 +/- 0.001060774000424454,0.0031971580817051646 +/- 0.0010151822498213488,0.0003848431024275012 +/- 0.0007135565892950856,0.004914150384843097 +/- 0.002405713398923625,0.001184132622853784 +/- 0.0008681396269162223,0.0027531083481349915 +/- 0.0014565914268966887,-0.00053285968028417 +/- 0.0005093146990552105,-0.00053285968028417 +/- 0.0005093146990552105,0.001154529307282426 +/- 0.000754158626575294,0.002457075192421565 +/- 0.0012137359384251055,0.005210183540556556 +/- 0.002618513248963392,2.96033155713471e-05 +/- 0.00015941873318931526,-0.0010065127294256794 +/- 0.0011707353424088224,2.96033155713471e-05 +/- 0.00040697830328204857,0.0007104795737122638 +/- 0.0003791074148864832,0.0007104795737122638 +/- 0.0003791074148864832,0.014772054470100649 +/- 0.0014529770505397137
