,scl_min,scl_pct_5,scl_max,scl_iqr_5_95,scl_lineintegral,scl_mean,scr_max,scr_lineintegral,scl_ptp,scr_iqr_5_95,scl_pct_95,scr_n_sign_changes,scr_min,scl_peaks,scl_perm_entropy,scr_svd_entropy,scr_peaks,scl_kurtosis,scl_rms,scr_perm_entropy,scl_n_below_mean,scr_energy,scl_std,scr_entropy,scl_n_above_mean,scl_sum,scr_rms,scl_n_sign_changes,scr_sum,scr_ptp,scr_pct_5,scl_iqr,scr_pct_95,scl_skewness,scr_iqr,scr_std,scr_mean,scr_skewness,scr_n_below_mean,scr_kurtosis,scl_energy,scr_n_above_mean,scl_svd_entropy,scl_entropy
0,-0.013417870834562095 +/- 0.001333579363561758,-0.008817457976997956 +/- 0.002107852229844694,0.0022412267767620174 +/- 0.0016376813184211093,0.0027130639929224378 +/- 0.00153120082403388,-0.015718077263344156 +/- 0.002034797994691845,-0.012651135358301379 +/- 0.0021648424833067403,0.005278678855794727 +/- 0.0014474068052855497,0.0033028605131229403 +/- 0.0028156221202666016,-0.0018578590386316928 +/- 0.0012721707230977791,0.015069301091123555 +/- 0.0018949364584390923,0.006605721026245926 +/- 0.0032497734742449975,-0.00035387791212033727 +/- 0.0005073621508134898,-0.0005603066941905266 +/- 0.0005013270421704446,0.0 +/- 0.0,0.00029489826010022926 +/- 0.000722350263280217,0.009348274845178407 +/- 0.001924987781818651,0.00032438808611024995 +/- 0.0001588075731977203,-5.897965202008582e-05 +/- 0.0015649070081299441,-0.009702152757298743 +/- 0.002802154240619119,0.0021822471247419538 +/- 0.0010649053426875852,-0.00277204364494249 +/- 0.0012731957030328958,0.0035977587732232363 +/- 0.0009583059162059477,-0.005131229725744623 +/- 0.002195754699968883,-0.0006487761722206109 +/- 0.0006014767931103164,-0.0010321439103509467 +/- 0.0017656994845087132,-0.023090533765850785 +/- 0.0028805084803429706,-5.897965202007471e-05 +/- 0.002505073498271339,-0.0036862282512533317 +/- 0.0013530014446422316,-0.0022412267767620174 +/- 0.0021436486989544396,0.002418165732822186 +/- 0.0012840779154867183,-0.00035387791212032615 +/- 0.001443496107404356,0.0021232674727219127 +/- 0.002695699175942532,0.004659392509584181 +/- 0.0025836857698389184,0.0004423473901503772 +/- 0.0014641334812511278,0.007696844588616902 +/- 0.0032154730484316653,0.00734296667649661 +/- 0.0025107950287506014,-0.0018578590386316707 +/- 0.001272170723097778,0.0005603066941904933 +/- 0.0012542713251629013,0.00277204364494249 +/- 0.000700344564260552,0.005485107637864928 +/- 0.0012731957030329096,0.006723680330286042 +/- 0.002597114580513584,-0.000619286346210568 +/- 0.0011379405120362672,0.007136537894426409 +/- 0.0031563758561508884,-0.020347979946918317 +/- 0.002667158727123548
