,scl_max,scr_skewness,scl_entropy,scl_min,scl_iqr_5_95,scl_pct_95,scr_mean,scr_perm_entropy,scr_lineintegral,scr_svd_entropy,scl_iqr,scl_lineintegral,scr_iqr_5_95,scr_pct_5,scr_ptp,scr_sum,scr_kurtosis,scr_rms,scl_n_above_mean,scl_skewness,scl_kurtosis,scl_ptp,scr_std,scr_min,scl_energy,scr_n_below_mean,scr_n_sign_changes,scl_peaks,scl_n_sign_changes,scr_peaks,scl_perm_entropy,scr_entropy,scl_n_below_mean,scr_energy,scl_sum,scr_n_above_mean,scl_rms,scl_pct_5,scr_pct_95,scl_svd_entropy,scl_mean,scr_iqr,scr_max,scl_std
0,0.03393920401128177 +/- 0.002732175307913154,0.007176433719837072 +/- 0.0017585694574237779,0.0007834534628643364 +/- 0.0022258904239523198,0.05537449075524916 +/- 0.002088399508811787,-0.017486681291131255 +/- 0.0012361694091705437,0.0178627389533062 +/- 0.006634514107569044,-0.021215919774365356 +/- 0.005929536880222653,-0.006925728611720416 +/- 0.0012802693961651917,-0.030554685051707886 +/- 0.0021947886298831834,0.009902851770604858 +/- 0.004098472635354879,0.0015982450642432421 +/- 0.0024573976709640105,0.011344406142275188 +/- 0.001915475623934354,-0.0006267627702913892 +/- 0.000485488354272318,0.0015669069257286505 +/- 0.0007415957108241496,-0.008147916013788748 +/- 0.0025109652928875085,0.00752115324349738 +/- 0.0011809115438054939,0.0008147916013789058 +/- 0.0026524730767156154,0.002757756189282401 +/- 0.0016570735275966348,0.0008774678784080669 +/- 0.0014551158591343057,0.00288310874334069 +/- 0.001335460717810249,0.0002193669696020528 +/- 0.0013806575225264995,0.024412409902851807 +/- 0.001569724824364563,0.00394860545283614 +/- 0.003006502025750273,0.0017235976183015201 +/- 0.0005987142956610142,-0.0058915700407395355 +/- 0.001559367634550281,2.2204460492503132e-17 +/- 0.00019819979067180567,0.0 +/- 0.0,0.0 +/- 0.0,0.0006581009088060697 +/- 0.0006490854019808272,9.401441554375278e-05 +/- 0.001020777027571448,0.0003760576621749112 +/- 0.0008729795222302848,-0.00025070510811654457 +/- 0.0005014102162331377,-0.0002193669696019529 +/- 0.0005614689084039026,-0.00012535255405824453 +/- 0.0005640864932622947,0.007709182074584808 +/- 0.0018337497760360917,0.0003133813851457501 +/- 0.0006422407249112797,-0.0584142901911626 +/- 0.0028071696241377246,0.018270134753995637 +/- 0.00507455333079373,0.012597931682858087 +/- 0.001420969482764599,0.015951112503917307 +/- 0.0023386315520909644,-0.006361642118458144 +/- 0.005581444758988632,0.016389846443121314 +/- 0.002946618363626793,0.005860231902225055 +/- 0.002487585035721213,-0.030523346913193306 +/- 0.0032056939774476835
