,scr_lineintegral,scr_svd_entropy,scl_svd_entropy,scr_std,scl_mean,scr_perm_entropy,scl_entropy,scl_energy,scr_sum,scr_mean,scr_n_sign_changes,scr_kurtosis,scr_peaks,scr_energy,scr_iqr,scr_entropy,scl_kurtosis,scr_skewness,scr_pct_5,scl_iqr,scl_peaks,scl_lineintegral,scr_n_above_mean,scr_n_below_mean,scr_ptp,scr_pct_95,scr_min,scr_iqr_5_95,scl_n_sign_changes,scl_n_above_mean,scl_n_below_mean,scr_max,scl_rms,scl_perm_entropy,scl_skewness,scl_std,scl_iqr_5_95,scl_ptp,scl_sum,scl_min,scr_rms,scl_max,scl_pct_5,scl_pct_95
0,0.036683417085427175 +/- 0.007304219802484148,0.028182579564489142 +/- 0.006650385622798835,0.024078726968174223 +/- 0.003788567413126825,0.02319932998324962 +/- 0.005173683487933178,0.015577889447236204 +/- 0.006269670777960769,0.0069095477386935 +/- 0.0027919109381546515,0.00519262981574542 +/- 0.0022332146777174666,0.004103852596314928 +/- 0.0022379211416896855,0.003266331658291477 +/- 0.002924135720284089,0.003266331658291477 +/- 0.002924135720284089,0.0024288107202680266 +/- 0.001398935769555273,0.0023031825795645 +/- 0.001096001032521131,0.0015075376884422064 +/- 0.0012020686846237235,0.0014237855946398926 +/- 0.000654124763476268,0.0011306532663316604 +/- 0.0012287605319197025,0.0006700167504188004 +/- 0.0016979174985521917,0.00041876046901174747 +/- 0.0018444485381528812,0.00016750418760472786 +/- 0.0014039409224656792,0.00012562814070354866 +/- 0.00026813753088079267,4.187604690119029e-05 +/- 0.001751300139558329,0.0 +/- 0.0,-8.375209380233617e-05 +/- 0.0035867023627074975,-0.00012562814070349315 +/- 0.0005313474681930271,-0.00012562814070349315 +/- 0.0005313474681930271,-0.0003350083752093558 +/- 0.0032045437972711846,-0.00037688442211051274 +/- 0.001191077274148067,-0.00037688442211053497 +/- 0.0007595626946070734,-0.0005862646566163976 +/- 0.0011110970821960938,-0.0006281407035175768 +/- 0.000337615483597104,-0.000795644891122238 +/- 0.0022663415624346274,-0.000795644891122238 +/- 0.0022663415624346274,-0.001130653266331627 +/- 0.0031002418792093114,-0.0012562814070351646 +/- 0.002895207038097751,-0.0015494137353433413 +/- 0.0012429499229192414,-0.0025125628140703184 +/- 0.0011236522499999074,-0.0025963149078726765 +/- 0.003237210735358092,-0.0029731993299832336 +/- 0.002243008666807742,-0.004103852596314883 +/- 0.005052271735965057,-0.004313232830820757 +/- 0.0029015598327169125,-0.005360134003350048 +/- 0.0029361052165759044,-0.007621440536013357 +/- 0.0024689117207677773,-0.009757118927973197 +/- 0.005389009586064058,-0.011139028475711864 +/- 0.004324398875519452,-0.016792294807370146 +/- 0.004468980647758963
