,scl_svd_entropy,scl_iqr,scl_std,scl_energy,scl_max,scl_rms,scl_entropy,scl_min,scr_min,scr_svd_entropy,scl_pct_5,scl_lineintegral,scl_perm_entropy,scr_n_above_mean,scl_n_below_mean,scl_kurtosis,scl_skewness,scl_ptp,scr_perm_entropy,scl_iqr_5_95,scr_n_below_mean,scl_n_sign_changes,scl_peaks,scr_peaks,scr_n_sign_changes,scr_entropy,scr_kurtosis,scl_sum,scl_n_above_mean,scl_mean,scr_skewness,scr_pct_5,scr_std,scr_iqr_5_95,scr_ptp,scr_energy,scr_max,scr_iqr,scr_sum,scr_mean,scr_rms,scr_pct_95,scl_pct_95,scr_lineintegral
0,0.003562551781275869 +/- 0.00207290737418341,0.02299088649544322 +/- 0.0022556675045670095,-0.003355426677713358 +/- 0.001452240939764545,-0.02336371168185588 +/- 0.0012316544115425169,-0.00178127589063799 +/- 0.0018987848610382445,-0.02734051367025687 +/- 0.0024923958502885385,0.004929577464788703 +/- 0.002287396469308776,-0.02319801159900583 +/- 0.0019952932193524767,0.0002899751449875421 +/- 0.0007421902596175968,0.010231980115990035 +/- 0.0017284710890658737,-0.031151615575807822 +/- 0.0028447861994017215,-0.007207953603976835 +/- 0.0019270428085522747,-0.0010770505385252927 +/- 0.0007683196765116574,-0.006089478044739039 +/- 0.0015615639457307801,0.000207125103562511 +/- 0.0014139227975042109,0.007497928748964333 +/- 0.0012895097279430918,8.285004142499774e-05 +/- 0.0021268430245225058,-0.0059652029826015255 +/- 0.002594939480259456,0.00994200497100246 +/- 0.0020712510356255187,-0.007539353769676904 +/- 0.0008845963754789966,-0.0070422535211267625 +/- 0.0010314746974306923,-0.0024440762220381386 +/- 0.0005385252692626549,0.0 +/- 0.0,-0.00041425020712515526 +/- 0.0,-0.000331400165700102 +/- 0.00030999646949245884,-0.000579950289975173 +/- 0.0006199929389849045,-0.006296603148301594 +/- 0.0011687436602871365,-0.013421706710853387 +/- 0.0023448171827812492,-0.004391052195526135 +/- 0.0013888197691996826,-0.02352941176470591 +/- 0.0032023443396996852,-0.00451532725766367 +/- 0.0020332048370849914,0.00530240265120131 +/- 0.002206052519584794,-0.005385252692626385 +/- 0.0016877836609331546,-0.0074979287489644 +/- 0.0010222835691179035,-0.005592377796188941 +/- 0.001628272080118779,-0.00608947804473905 +/- 0.0012295627240808372,-0.00393537696768852 +/- 0.0013770314944983215,-0.02717481358740682 +/- 0.0033202095956112445,-0.010397680198840131 +/- 0.0023466460709641295,0.005053852526926228 +/- 0.0020529431140619597,-0.00923777961888983 +/- 0.002329029460956192,-0.0059652029826015255 +/- 0.0021857342101529197,0.004018227009113484 +/- 0.002923620544920267,0.03218724109362051 +/- 0.004067464541933809
