,scr_sum,scl_pct_95,scr_rms,scl_max,scl_svd_entropy,scr_lineintegral,scl_pct_5,scl_rms,scr_svd_entropy,scr_ptp,scl_iqr,scl_mean,scl_std,scl_perm_entropy,scr_mean,scr_max,scl_sum,scl_skewness,scr_perm_entropy,scr_std,scl_ptp,scr_iqr,scr_n_below_mean,scr_iqr_5_95,scr_kurtosis,scl_lineintegral,scr_min,scl_n_below_mean,scl_entropy,scl_kurtosis,scr_skewness,scl_peaks,scr_entropy,scr_peaks,scr_energy,scr_n_sign_changes,scl_n_sign_changes,scr_n_above_mean,scl_n_above_mean,scr_pct_5,scr_pct_95,scl_iqr_5_95,scl_energy,scl_min
0,0.006661080854629242 +/- 0.0012905673900921238,-0.009928780896522849 +/- 0.003756666240434392,-0.023711772098868888 +/- 0.004620466084277257,-0.045454545454545484 +/- 0.006533922899238458,-0.01717637201508172 +/- 0.004687591363451825,0.008043569333891897 +/- 0.006484175086366443,0.06485127775450354 +/- 0.0030314289928991276,0.011688311688311692 +/- 0.002236113304580231,-0.013531629660661914 +/- 0.002920857647851413,0.005655634687892752 +/- 0.0011587194542052321,-0.03129451193967323 +/- 0.002136573104315039,-0.016757436112274825 +/- 0.0013767638646966917,-0.0028487641390867345 +/- 0.0009140102316410137,0.009551738583996638 +/- 0.0013484270581844158,0.0 +/- 0.0,0.005236698785085869 +/- 0.002146407785077433,-0.0014243820695433729 +/- 0.0033837989956110224,-0.003351487222454974 +/- 0.0018067749185461106,-0.004440720569752832 +/- 0.0010465015497944457,0.02132383745286971 +/- 0.0018683789795540674,0.03619606200251361 +/- 0.0027864749305933716,0.012987012987012969 +/- 0.0030671144059862695,0.0 +/- 0.0,0.009426057813154587 +/- 0.0012602940055711108,-0.018349392542940945 +/- 0.0024051445487067334,-0.039170506912442414 +/- 0.0037576005021350903,0.0 +/- 0.0,-0.0012568077084206153 +/- 0.0007256182687762517,0.03937997486384582 +/- 0.0038985806867639127,-0.004105571847507361 +/- 0.0009330145559832456,-0.0012568077084206264 +/- 0.004550808752073818,0.0 +/- 0.0,-0.0003351487222455041 +/- 0.0003652198528312432,0.0 +/- 0.0,0.0003770423125261768 +/- 0.0002932551319648218,0.0 +/- 0.0,0.02798491830749894 +/- 0.003200407080818491,-0.006661080854629242 +/- 0.0016908618408555242,0.0006284038542103132 +/- 0.0026971794893707415,-0.0025136154168412415 +/- 0.0014632802008020924,0.004482614160033515 +/- 0.0013516770678593756,-0.0025136154168412307 +/- 0.004623503866383372,0.041935483870967745 +/- 0.0031150919891112547,-0.0379136992040218 +/- 0.003404740305534799
