,scr_lineintegral,scr_svd_entropy,scl_svd_entropy,scr_std,scl_mean,scr_perm_entropy,scl_entropy,scl_energy,scr_sum,scr_mean,scr_n_sign_changes,scr_kurtosis,scr_peaks,scr_energy,scr_iqr,scr_entropy,scl_kurtosis,scr_skewness,scr_pct_5,scl_iqr,scl_peaks,scl_lineintegral,scr_n_above_mean,scr_n_below_mean,scr_ptp,scr_pct_95,scr_min,scr_iqr_5_95,scl_n_sign_changes,scl_n_above_mean,scl_n_below_mean,scr_max,scl_rms,scl_perm_entropy,scl_skewness,scl_std,scl_iqr_5_95,scl_ptp,scl_sum,scl_min,scr_rms,scl_max,scl_pct_5,scl_pct_95
0,0.12477216238608117 +/- 0.006928760406646257,0.06777133388566695 +/- 0.003687524951825664,0.13852526926263464 +/- 0.006782074230574273,0.07133388566694285 +/- 0.006213200748716712,0.03123446561723282 +/- 0.0038200967302066124,0.008533554266777144 +/- 0.002089398543979874,0.007042253521126784 +/- 0.0019073511902603676,0.0 +/- 0.0,-0.0028997514498756982 +/- 0.0028459923839797307,-0.0028997514498756982 +/- 0.0028459923839797307,-0.004266777133388555 +/- 0.0015505358137707277,0.0013256006628003636 +/- 0.000662800331400168,0.006545153272576642 +/- 0.0012119916187512568,0.0015741507870754012 +/- 0.00073638727566823,0.0016155758077879279 +/- 0.002309793183007576,0.005178127589063797 +/- 0.0023597722234674746,-0.0010770505385252593 +/- 0.00278627534727427,-0.0028997514498757203 +/- 0.0013739125063609715,-8.285004142500884e-05 +/- 0.0001657000828500177,-0.003645401822700922 +/- 0.002349204122412238,0.0 +/- 0.0,-0.003976801988400979 +/- 0.0023448171827812774,-0.001657000828500399 +/- 0.0007638396402065348,-0.001657000828500399 +/- 0.0007638396402065348,0.0019469759734879854 +/- 0.0026849677585913507,0.0017398508699254633 +/- 0.0014563708228042048,-0.0012427506213752771 +/- 0.0003208768306716969,0.0017812758906379678 +/- 0.001880622943300104,-0.000994200497100217 +/- 0.001351243283372008,-0.00012427506213750217 +/- 0.001186955160057533,-0.00012427506213750217 +/- 0.001186955160057533,0.0027340513670257027 +/- 0.002344817182781285,-0.01528583264291632 +/- 0.0026424487877078867,0.00439105219552609 +/- 0.0016277450459311154,-0.00012427506213749106 +/- 0.0008894329143986489,-0.0020298260149130055 +/- 0.0013027493946575362,0.0036868268434134266 +/- 0.002024747209585753,0.01793703396851699 +/- 0.00428123129888607,-0.011101905550952751 +/- 0.002572357033348796,0.012510356255178146 +/- 0.002670548709409485,0.0035211267605633977 +/- 0.002601873860388121,0.02419221209610606 +/- 0.003650106175958679,-0.01685998342999171 +/- 0.003251534292160776,-0.022493786246893088 +/- 0.0038194228531431645
