,scl_svd_entropy,scl_iqr,scl_std,scl_energy,scl_max,scl_rms,scl_entropy,scl_min,scr_min,scr_svd_entropy,scl_pct_5,scl_lineintegral,scl_perm_entropy,scr_n_above_mean,scl_n_below_mean,scl_kurtosis,scl_skewness,scl_ptp,scr_perm_entropy,scl_iqr_5_95,scr_n_below_mean,scl_n_sign_changes,scl_peaks,scr_peaks,scr_n_sign_changes,scr_entropy,scr_kurtosis,scl_sum,scl_n_above_mean,scl_mean,scr_skewness,scr_pct_5,scr_std,scr_iqr_5_95,scr_ptp,scr_energy,scr_max,scr_iqr,scr_sum,scr_mean,scr_rms,scr_pct_95,scl_pct_95,scr_lineintegral
0,-0.0014700193423598296 +/- 0.0011185170054004506,0.004680851063829738 +/- 0.0013339218297537098,-0.00255319148936175 +/- 0.0009187111866180116,-0.004410058027079356 +/- 0.0020264295324887802,0.005067698259187581 +/- 0.0014623642685830396,0.005764023210831681 +/- 0.001441752042830507,-0.006653771760154792 +/- 0.0010205729948373798,-0.012843326885880113 +/- 0.001845549004545701,-0.000889748549323055 +/- 0.0005204496730009166,0.00038684719535779787 +/- 0.0018144741817498812,-0.006189555125725388 +/- 0.0015950118474342878,-0.010058027079303722 +/- 0.0019342359767891535,0.0018568665377175608 +/- 0.0008956160079528292,-0.0015473887814313803 +/- 0.001426621966312263,-0.007543520309477814 +/- 0.0015106865910844674,-0.0006576402321083474 +/- 0.00109485274259844,-0.0063442940038685005 +/- 0.001055178467851891,-0.005338491295938141 +/- 0.0011708120657966477,0.0038297872340425144 +/- 0.000938851922592761,3.868471953574204e-05 +/- 0.0017252691002690912,-0.0029787234042553457 +/- 0.0010530489430418718,-0.0014313346228240543 +/- 0.0005484505562381854,0.0 +/- 0.0,-0.0008510638297873019 +/- 0.00015473887814314579,0.00023210831721465208 +/- 0.0001895156474106515,-3.868471953583086e-05 +/- 0.0005029013539651777,-0.00042553191489365095 +/- 0.0011403793402695419,-0.03342359767891684 +/- 0.0016968442707513789,-0.0047969052224371865 +/- 0.0015396323978438939,-0.03013539651837529 +/- 0.0019454221989447077,-0.00034816247582210026 +/- 0.0022320111004644626,-0.0022437137330754697 +/- 0.0009444143609852083,-0.002823984526112233 +/- 0.0014582651315257912,0.006266924564796872 +/- 0.0011449631401894574,-0.004448742746615131 +/- 0.0014396745892400974,0.00015473887814309028 +/- 0.0010831721470019532,-0.0007350096711799314 +/- 0.001472562190380995,-0.006421663442940084 +/- 0.0019202589781030356,0.0013926499032881567 +/- 0.0014391547572718375,0.0020116054158607066 +/- 0.0010636539330651628,-0.005338491295938141 +/- 0.0016844519193096553,0.003791102514506739 +/- 0.0014453804017229587,0.0011605415860734603 +/- 0.0017642946616621231,0.007427466150870377 +/- 0.0016025002071340872
