,scr_sum,scl_pct_95,scr_rms,scl_max,scl_svd_entropy,scr_lineintegral,scl_pct_5,scl_rms,scr_svd_entropy,scr_ptp,scl_iqr,scl_mean,scl_std,scl_perm_entropy,scr_mean,scr_max,scl_sum,scl_skewness,scr_perm_entropy,scr_std,scl_ptp,scr_iqr,scr_n_below_mean,scr_iqr_5_95,scr_kurtosis,scl_lineintegral,scr_min,scl_n_below_mean,scl_entropy,scl_kurtosis,scr_skewness,scl_peaks,scr_entropy,scr_peaks,scr_energy,scr_n_sign_changes,scl_n_sign_changes,scr_n_above_mean,scl_n_above_mean,scr_pct_5,scr_pct_95,scl_iqr_5_95,scl_energy,scl_min
0,0.005520995334370104 +/- 0.0026869599600576814,-0.018001555209953356 +/- 0.006639421526394257,0.010497667185069948 +/- 0.0013127482905236655,-0.022433903576982918 +/- 0.0043157076205287866,0.04222395023328146 +/- 0.005610623330496873,0.013958009331259702 +/- 0.0016808682986949718,0.00808709175738721 +/- 0.004237055280194466,-0.001321928460342181 +/- 0.006812813721247125,-0.019167962674961146 +/- 0.002956177590244215,0.012986003110419874 +/- 0.001102445324942312,0.035108864696734035 +/- 0.0016315812798100445,-0.03915241057542771 +/- 0.0020503572120427836,0.04335147744945563 +/- 0.002454387885238965,-0.0029937791601866715 +/- 0.0015653827479935778,0.005948678071539637 +/- 0.0008527104276617942,0.01916796267496109 +/- 0.0022202630692486993,-0.006143079315707655 +/- 0.0018951878082354332,-0.00509331259720065 +/- 0.0016718506998444694,0.0037325038880248627 +/- 0.001074671458871311,-0.0063763608087092135 +/- 0.00353446910648944,0.019712286158631364 +/- 0.000778576376146993,0.005987558320373199 +/- 0.001976402025993587,0.0008553654743389983 +/- 0.0006220839813374596,-0.0168351477449456 +/- 0.0026084561613871735,0.01294712286158629 +/- 0.0013361462113094394,0.0102643856920684 +/- 0.0015860091799666438,-0.00015552099533437945 +/- 0.0004665629860031384,-0.004743390357698341 +/- 0.002601201972578184,0.0039657853810264095 +/- 0.004226338488865068,0.0033437013996889366 +/- 0.00235345971235169,-0.009059097978227093 +/- 0.004494159873127186,0.0 +/- 0.0,-0.0006220839813375068 +/- 0.00043295212774728216,0.0 +/- 0.0,0.0 +/- 0.0,0.0008164852255054145 +/- 0.00032296360275728766,0.0 +/- 0.0,-0.0006998444790047076 +/- 0.0015726087415362877,-0.0014385692068429544 +/- 0.0009996080973703227,0.0006609642301710572 +/- 0.0006517517346127503,-0.0007776049766718863 +/- 0.0018967824133204574,-0.011586314152410593 +/- 0.0037162684744474457,0.004743390357698251 +/- 0.0007737071828200729,0.015279937791601838 +/- 0.004202125779447618
