,accy_pct_5,accy_mean,accy_pct_95,accy_sum,accy_min,accz_perm_entropy,accy_energy,accy_rms,accz_pct_95,accx_svd_entropy,accx_energy,accy_std,accz_energy,accx_ptp,accy_max,accx_perm_entropy,accx_rms,accx_mean,accz_kurtosis,accx_iqr_5_95,accy_ptp,accy_n_sign_changes,accy_perm_entropy,accx_max,accz_min,accz_svd_entropy,accx_n_sign_changes,accz_max,accx_kurtosis,accx_pct_95,accz_std,accz_sum,accz_n_above_mean,accz_entropy,accz_iqr,accz_iqr_5_95,accx_pct_5,accy_kurtosis,accy_lineintegral,accy_n_above_mean,accy_n_below_mean,accy_iqr,accz_skewness,accz_peaks,accz_n_below_mean,accz_rms,accy_iqr_5_95,accz_mean,accy_svd_entropy,accy_entropy,accx_sum,accx_peaks,accx_n_below_mean,accx_n_above_mean,accy_skewness,accx_entropy,accy_peaks,accx_iqr,accx_min,accx_skewness,accz_lineintegral,accz_n_sign_changes,accz_pct_5,accz_ptp,accx_lineintegral,accx_std
0,0.0035457063711911373 +/- 0.0007094874501310769,0.002936288088642658 +/- 0.0002538823099698909,0.03944598337950143 +/- 0.0012338535984110688,0.0020498614958448847 +/- 0.0003547437250655142,-5.540166204985875e-05 +/- 0.00016620498614957623,0.0009972299168975352 +/- 0.00048298049235909673,-0.0007756232686980224 +/- 0.00044321329639886994,0.0005540166204985875 +/- 0.0,0.0015512465373961337 +/- 0.0005966941614553542,-0.00027700831024929373 +/- 0.00027700831024929373,0.0007202216066482081 +/- 0.0007453531328018786,-0.000221606648199435 +/- 0.0002714116058485381,0.0009972299168975352 +/- 0.00033240997229919687,0.0001108033240997175 +/- 0.000221606648199435,0.0005540166204985985 +/- 0.0002477637648199338,-0.0007202216066481637 +/- 0.0004986149584487287,0.0004432132963989033 +/- 0.0007756232686980669,0.0001108033240997175 +/- 0.000221606648199435,0.0 +/- 0.0,-5.540166204985875e-05 +/- 0.00016620498614957623,0.0 +/- 0.0,-0.0001108033240997175 +/- 0.000221606648199435,0.0038227146814404644 +/- 0.0011204292751333328,-0.00044321329639887 +/- 0.00041458807609681507,-0.00033240997229915247 +/- 0.0002714116058485381,-0.000221606648199435 +/- 0.000367493051562907,0.0 +/- 0.0004291394289426288,5.540166204985875e-05 +/- 0.00016620498614957623,0.0 +/- 0.0,0.000221606648199435 +/- 0.0002714116058485381,-0.00016620498614957623 +/- 0.00025388230996984003,0.0008864265927978176 +/- 0.0003674930515629538,0.0 +/- 0.0,-0.00027700831024929373 +/- 0.00027700831024929373,0.0001108033240997175 +/- 0.000221606648199435,-0.0001108033240997175 +/- 0.000221606648199435,-0.000221606648199435 +/- 0.0002714116058485381,0.0 +/- 0.0,0.0003324099722991747 +/- 0.00044321329639890886,0.0001108033240997175 +/- 0.000221606648199435,0.0 +/- 0.0,0.0 +/- 0.0,0.00016620498614957623 +/- 0.00025388230996984003,-0.00044321329639888105 +/- 0.0005428232116971012,0.00033240997229915247 +/- 0.0002714116058485381,-0.0003878116343490112 +/- 0.00025388230996984003,0.00033240997229915247 +/- 0.0002714116058485381,5.540166204985875e-05 +/- 0.00016620498614957623,-0.0009972299168974907 +/- 0.0005428232116971171,0.0 +/- 0.0,-5.540166204985875e-05 +/- 0.00016620498614957623,-0.0005540166204985875 +/- 0.00035039087647293325,5.540166204985875e-05 +/- 0.00016620498614957623,0.0003324099722991747 +/- 0.00044321329639890886,0.0 +/- 0.0,-0.00027700831024929373 +/- 0.00027700831024929373,0.0 +/- 0.0,0.0001108033240997175 +/- 0.000221606648199435,0.00044321329639887 +/- 0.00022160664819943497,5.540166204985875e-05 +/- 0.00016620498614957623,-0.0011634349030470782 +/- 0.0006292419219723433,0.0 +/- 0.0,0.0026038781163434943 +/- 0.0006094182825484724,-5.540166204985875e-05 +/- 0.0002983470807276585,-5.540166204985875e-05 +/- 0.00016620498614957623,-0.00027700831024929373 +/- 0.00027700831024929373
