,accz_energy,accx_mean,accx_sum,accy_energy,accx_energy,accx_std,accz_svd_entropy,accz_perm_entropy,accx_svd_entropy,accx_lineintegral,accz_peaks,accx_pct_95,accx_iqr_5_95,accx_max,accy_sum,accy_mean,accy_pct_95,accx_iqr,accy_peaks,accy_rms,accy_perm_entropy,accx_n_above_mean,accx_rms,accy_pct_5,accx_skewness,accx_ptp,accy_min,accy_svd_entropy,accz_ptp,accz_min,accx_min,accz_n_above_mean,accy_skewness,accx_n_sign_changes,accy_iqr_5_95,accy_iqr,accz_pct_95,accy_n_below_mean,accz_iqr_5_95,accy_kurtosis,accz_skewness,accx_perm_entropy,accx_kurtosis,accz_kurtosis,accy_n_sign_changes,accz_n_sign_changes,accz_pct_5,accz_mean,accz_sum,accx_pct_5,accy_lineintegral,accz_iqr,accy_ptp,accz_n_below_mean,accz_max,accy_max,accy_n_above_mean,accx_peaks,accz_std,accz_lineintegral,accz_entropy,accz_rms,accy_entropy,accx_n_below_mean,accx_entropy,accy_std
0,0.41345454545454546 +/- 0.00848831098182381,0.34806060606060607 +/- 0.0075114849315532405,0.3436969696969697 +/- 0.007488957282251652,0.2061818181818182 +/- 0.008453622193533444,0.33878787878787875 +/- 0.005041608325596468,0.002121212121212135 +/- 0.002206093905842595,0.08963636363636361 +/- 0.005202598771395386,0.06757575757575755 +/- 0.005137235109765067,0.005515151515151517 +/- 0.0024461134631042804,0.002181818181818185 +/- 0.00222185488240282,0.03824242424242426 +/- 0.0018670208243332506,-0.0007878787878787929 +/- 0.000859239204773207,0.001454545454545464 +/- 0.0009847319278346682,0.032787878787878776 +/- 0.0029992346743415036,-0.0018787878787878908 +/- 0.000739791249438411,-0.0018787878787878908 +/- 0.000739791249438411,0.025333333333333298 +/- 0.0022152323493935685,0.001757575757575769 +/- 0.0005717564322458584,0.09769696969696967 +/- 0.0048997291954927975,0.2207878787878788 +/- 0.006350925255974824,0.042666666666666644 +/- 0.004338310343799572,-0.000484848484848488 +/- 0.0005938156952201683,-0.0008484848484848539 +/- 0.0004020151261036874,0.019333333333333348 +/- 0.0020898108666141547,-0.000727272727272732 +/- 0.0007569694543513259,0.0008484848484848539 +/- 0.0014393141923682417,-0.0008484848484848539 +/- 0.0009070684573997492,-0.000666666666666671 +/- 0.0007878787878787929,0.0 +/- 0.0,-0.0015757575757575858 +/- 0.0008221006040151893,-0.002121212121212135 +/- 0.0010231480615838933,-0.0005454545454545489 +/- 0.0008761716542303668,-0.00042424242424242696 +/- 0.0006090833709770276,-0.00042424242424242696 +/- 0.0009009738634738546,-0.0009090909090909149 +/- 0.0006775963568181225,-0.002121212121212135 +/- 0.0008677467311076633,0.0 +/- 0.0,0.000363636363636366 +/- 0.001021351487657747,-0.0024848484848485008 +/- 0.0008331955809010672,-0.000242424242424244 +/- 0.0002969078476100841,-0.000121212121212122 +/- 0.0005938156952201683,0.0062424242424242386 +/- 0.0015344228971117396,-0.001030303030303037 +/- 0.0009791208740244615,-0.000666666666666671 +/- 0.0005034317492677654,0.000303030303030305 +/- 0.0006210273191490706,0.00781818181818178 +/- 0.001543968388225075,-0.002060606060606074 +/- 0.0005554637206007114,0.002363636363636379 +/- 0.0009171361182073729,0.002363636363636379 +/- 0.0009171361182073729,0.000484848484848488 +/- 0.000706782047860041,0.25242424242424244 +/- 0.0050579742748378875,-0.002666666666666684 +/- 0.0007761362712039868,-0.002666666666666684 +/- 0.0011562899411114568,-0.0007878787878787929 +/- 0.0006090833709770276,-0.000181818181818183 +/- 0.000666666666666671,-0.002666666666666684 +/- 0.0008221006040151893,-0.00121212121212122 +/- 0.0007666127661014303,-0.000181818181818183 +/- 0.0002777318603003557,0.0096363636363636 +/- 0.002475963420098848,0.011212121212121173 +/- 0.0018232253280595662,0.001757575757575769 +/- 0.00042424242424242696,0.0 +/- 0.00060606060606061,-0.0013939393939394029 +/- 0.00047334846520646694,-0.000363636363636366 +/- 0.00048484848484848804,-0.001333333333333342 +/- 0.001077356899068563,6.0606060606061e-05 +/- 0.000994013301021626
