,accy_pct_95,accy_energy,accx_svd_entropy,accx_rms,accx_max,accz_perm_entropy,accx_lineintegral,accz_lineintegral,accz_max,accz_min,accx_iqr_5_95,accy_mean,accx_mean,accz_skewness,accx_energy,accz_iqr_5_95,accz_svd_entropy,accz_iqr,accz_ptp,accz_sum,accz_energy,accz_mean,accy_entropy,accy_svd_entropy,accy_iqr,accz_entropy,accz_n_above_mean,accz_n_below_mean,accz_peaks,accz_rms,accz_kurtosis,accz_n_sign_changes,accz_pct_95,accz_pct_5,accx_ptp,accx_peaks,accx_entropy,accy_rms,accy_n_below_mean,accy_n_sign_changes,accy_n_above_mean,accy_lineintegral,accy_iqr_5_95,accx_pct_95,accy_max,accy_min,accy_ptp,accy_peaks,accy_kurtosis,accy_skewness,accx_min,accx_sum,accx_n_below_mean,accx_pct_5,accy_std,accx_n_above_mean,accx_iqr,accx_n_sign_changes,accx_std,accx_skewness,accy_pct_5,accx_kurtosis,accy_sum,accx_perm_entropy,accz_std,accy_perm_entropy
0,0.09752555137170524 +/- 0.006152350694957753,0.06304464766003229 +/- 0.004638636070427147,0.004626143087681556 +/- 0.003403828298990079,0.0 +/- 0.0,0.03792361484669178 +/- 0.003083104869479731,0.0 +/- 0.0,-0.0018289402904787312 +/- 0.0008740224211550161,0.0 +/- 0.0,0.00043033889187737984 +/- 0.0004025451734022777,0.02194728348574503 +/- 0.002462726872998278,0.0010758472296934051 +/- 0.0006364798045292678,0.0 +/- 0.0,0.0 +/- 0.0,-0.002904787520172114 +/- 0.000874022421155019,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0008068854222700427 +/- 0.0006477458084342215,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00021516944593868992 +/- 0.00026352767539358026,0.006616460462614315 +/- 0.0015033016258721985,0.0 +/- 0.0,-0.010489510489510478 +/- 0.0009394432058404007,0.0 +/- 0.0,-0.05863367401828938 +/- 0.002926620873315865,0.0 +/- 0.0,0.028079612694997313 +/- 0.002149003158196686,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00010758472296934496 +/- 0.00021516944593868995,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.006024744486282962 +/- 0.0016457298053553985,0.0 +/- 0.0,0.0 +/- 0.0,0.00021516944593868992 +/- 0.00026352767539358026,0.03383539537385695 +/- 0.001931288119528362,0.0030123722431414923 +/- 0.0014068528058764965,0.0181818181818182 +/- 0.0038849854944094115,0.06944593867670792 +/- 0.005403120723867626,0.0 +/- 0.0,0.004948897256589579 +/- 0.001797019159600869
